"Month #","White Player #","Black Player #","Score"
9,6069,7392,0.5
9,6069,7606,1
9,6092,6515,1
9,6092,7818,0
9,6104,6347,0.5
9,6110,193,1
9,6110,5009,0.5
9,6110,6850,0.5
9,6118,736,0
9,6119,4133,0.5
9,6133,1700,1
9,6167,163,1
9,6167,1911,0.5
9,6167,4257,1
9,6170,2696,1
9,6170,5289,1
9,6181,6170,0
9,6224,8455,1
9,6230,651,1
9,6239,7545,0.5
9,6259,3844,0
9,6259,8517,1
9,6261,2420,0
9,6261,5187,1
9,6268,73,0.5
9,6268,1006,0.5
9,6268,5658,0
9,6268,6965,0.5
9,6268,8491,0.5
9,6270,1864,1
9,6305,125,1
9,6305,451,1
9,6305,7441,0.5
9,6336,5993,0.5
9,6336,6239,1
9,6338,1683,1
9,6341,6500,1
9,6341,6939,0
9,6341,7768,1
9,6346,187,0
9,6346,1700,0.5
9,6346,3741,1
9,6346,6850,0.5
9,6346,7796,0.5
9,6346,8501,0.5
9,6347,4931,0
9,6347,6065,0.5
9,6385,2656,1
9,6385,3389,0.5
9,6385,6404,0.5
9,6385,7353,1
9,6388,386,0.5
9,6388,8059,0
9,6390,848,1
9,6390,3464,0.5
9,6404,2907,0
9,6411,1710,0.5
9,6411,7791,1
9,6411,8214,0
9,6419,1455,0
9,6419,1880,0.5
9,6419,4931,0
9,6419,6775,0
9,6429,193,1
9,6429,4012,0.5
9,6429,5009,0.5
9,6429,5282,0.5
9,6429,7979,0.5
9,6439,1408,1
9,6439,7028,1
9,6440,5228,0
9,6445,3448,1
9,6449,818,1
9,6449,1953,1
9,6474,894,1
9,6474,2597,0.5
9,6490,7774,0.5
9,6500,1512,0
9,6500,3608,1
9,6500,4430,0.5
9,6500,4464,0.5
9,6500,4854,1
9,6500,4996,1
9,6500,7070,1
9,6505,2433,1
9,6505,4468,1
9,6505,5785,0.5
9,6515,1683,0.5
9,6515,1919,0.5
9,6515,1961,1
9,6515,7890,0.5
9,6518,4987,0.5
9,6518,6224,0
9,6521,923,0
9,6521,4114,1
9,6533,6440,0.5
9,6539,978,0.5
9,6551,7965,0.5
9,6568,445,1
9,6568,8062,1
9,6574,960,1
9,6574,7667,0.5
9,6603,5291,0.5
9,6625,411,0.5
9,6625,1811,0
9,6625,3110,1
9,6627,3961,0.5
9,6627,5903,1
9,6629,3454,1
9,6670,1286,1
9,6670,4664,1
9,6670,7467,1
9,6670,8477,1
9,6677,6007,0
9,6692,6896,0.5
9,6710,960,0.5
9,6713,600,0.5
9,6713,4888,1
9,6713,5732,1
9,6738,5327,0
9,6738,8496,0.5
9,6740,4404,1
9,6740,6032,0.5
9,6740,6515,0.5
9,6740,8447,1
9,6745,1423,1
9,6745,6119,1
9,6748,498,0
9,6754,2518,0.5
9,6761,3961,0.5
9,6761,5903,1
9,6761,6069,0.5
9,6761,6740,0.5
9,6761,7606,1
9,6761,8565,0.5
9,6775,6032,0
9,6782,8216,0.5
9,6798,1347,1
9,6798,4634,0.5
9,6798,6305,0
9,6798,8388,0.5
9,6801,3709,0.5
9,6801,6038,0
9,6810,6376,1
9,6811,960,0
9,6811,1037,0.5
9,6811,6500,0.5
9,6811,7667,1
9,6811,8100,0.5
9,6834,1105,0.5
9,6834,1512,0
9,6834,2091,1
9,6834,3129,1
9,6834,4664,0.5
9,6850,5531,0.5
9,6850,8388,0.5
9,6870,3105,1
9,6870,4776,0
9,6875,2479,0.5
9,6875,5472,0.5
9,6885,3912,0
9,6885,8477,0.5
9,6887,2589,1
9,6887,6040,0.5
9,6890,1303,0.5
9,6926,2589,1
9,6926,3013,0.5
9,6926,6040,0.5
9,6926,8590,0.5
9,6939,5494,1
9,6944,133,1
9,6944,943,0.5
9,6944,1852,0.5
9,6944,1880,0.5
9,6944,2581,0.5
9,6944,3013,0.5
9,6944,5050,0
9,6944,8491,0.5
9,6947,2631,0
9,6947,3646,0
9,6947,6850,0
9,6965,3680,0.5
9,6965,5333,0.5
9,6965,6059,0
9,6965,7087,0.5
9,6965,7663,0.5
9,6965,8491,0.5
9,6984,235,0
9,6984,1745,0
9,6988,251,0.5
9,6988,773,0.5
9,6988,2304,0
9,6988,3373,1
9,7023,5290,1
9,7028,510,0
9,7038,1006,0.5
9,7038,3987,0.5
9,7038,5097,0.5
9,7055,8299,0.5
9,7056,3362,0
9,7056,5155,1
9,7070,6811,0
9,7070,8100,1
9,7076,2230,1
9,7076,5254,1
9,7087,1098,0
9,7089,1455,0
9,7098,1072,0.5
9,7107,1075,1
9,7112,3395,1
9,7112,3980,0.5
9,7117,4842,0.5
9,7117,6887,1
9,7118,2684,0.5
9,7134,2006,1
9,7134,4679,0.5
9,7143,4876,0
9,7160,1930,0.5
9,7160,6884,1
9,7189,3648,0
9,7189,3824,0
9,7193,1080,1
9,7193,5155,1
9,7193,6259,1
9,7193,7056,0.5
9,7196,5937,1
9,7196,6834,0
9,7226,6740,0.5
9,7228,2283,0
9,7238,2479,0.5
9,7238,3736,0.5
9,7238,5531,0
9,7238,5950,1
9,7238,7441,1
9,7238,7461,0.5
9,7250,3330,1
9,7256,2829,0.5
9,7256,6627,0.5
9,7256,7038,0.5
9,7279,3617,0.5
9,7279,3824,1
9,7296,1269,1
9,7296,2808,0.5
9,7296,5518,0
9,7296,7818,0.5
9,7299,3076,0.5
9,7299,8337,0.5
9,7312,6944,0
9,7313,1930,0.5
9,7313,5518,0
9,7313,5570,1
9,7342,8214,0.5
9,7360,1005,1
9,7360,7796,1
9,7360,8133,0
9,7374,6713,0
9,7375,1006,0.5
9,7375,2420,1
9,7375,6004,1
9,7378,5260,0.5
9,7387,2997,0.5
9,7387,5334,0.5
9,7387,8477,0.5
9,7392,1468,0
9,7392,1604,1
9,7392,1846,1
9,7392,6775,0.5
9,7407,1515,1
9,7407,5187,0
9,7407,7387,0
9,7407,7676,1
9,7411,73,0.5
9,7417,999,1
9,7422,5260,0.5
9,7423,2091,0.5
9,7432,2631,1
9,7432,5692,0
9,7432,7407,0
9,7440,5289,0.5
9,7441,8133,1
9,7452,999,0
9,7452,5761,0.5
9,7458,2696,1
9,7458,4940,1
9,7467,451,1
9,7467,2696,0.5
9,7467,7134,0
9,7467,8071,0
9,7501,2315,0.5
9,7504,2911,1
9,7515,1811,0
9,7515,6834,1
9,7515,7279,1
9,7531,2883,0.5
9,7531,6224,0.5
9,7545,76,0
9,7545,1006,0.5
9,7545,1098,0
9,7545,2295,0.5
9,7545,4171,0.5
9,7545,4679,0.5
9,7545,5950,0.5
9,7545,6388,0.5
9,7545,7238,0.5
9,7545,7461,0.5
9,7545,8599,1
9,7559,990,1
9,7559,1880,1
9,7559,3218,1
9,7559,5367,0
9,7559,6539,1
9,7575,5097,0.5
9,7575,8355,0.5
9,7582,6214,1
9,7586,2129,0.5
9,7586,2326,0
9,7586,2339,0
9,7604,2867,0
9,7604,8267,0.5
9,7606,2829,1
9,7606,6775,0.5
9,7606,8419,0.5
9,7616,3271,0.5
9,7616,7440,1
9,7624,4399,0
9,7635,5988,1
9,7635,7056,1
9,7635,8620,0.5
9,7650,6270,0.5
9,7663,2997,0
9,7663,7887,0.5
9,7676,8071,0.5
9,7696,942,1
9,7696,1017,1
9,7715,391,0.5
9,7715,1098,0.5
9,7715,2283,1
9,7715,8059,1
9,7739,231,0.5
9,7739,6419,1
9,7739,7089,0.5
9,7741,6748,1
9,7768,3902,0
9,7768,5472,0
9,7768,5681,0.5
9,7768,6521,0
9,7768,7796,0.5
9,7770,3617,0
9,7770,5681,0.5
9,7770,7360,0
9,7778,5528,1
9,7791,5291,1
9,7791,6230,0
9,7796,3458,1
9,7796,4646,0.5
9,7796,5681,1
9,7796,6521,1
9,7796,7238,0.5
9,7805,6440,1
9,7805,8078,0.5
9,7811,1123,1
9,7811,1919,0
9,7811,6006,1
9,7818,1919,0
9,7818,8510,1
9,7848,386,0.5
9,7848,1098,0
9,7848,4171,1
9,7848,4194,0.5
9,7859,1758,0.5
9,7859,8219,0.5
9,7877,3468,0.5
9,7877,5857,0.5
9,7877,7624,0.5
9,7886,3157,0.5
9,7887,125,0
9,7887,6834,0.5
9,7890,4404,0.5
9,7890,4481,0
9,7890,4614,1
9,7890,5425,1
9,7890,6032,1
9,7890,6740,1
9,7890,8028,0.5
9,7890,8267,0.5
9,7927,157,1
9,7927,8074,1
9,7939,1005,0
9,7939,4776,0
9,7939,5560,0.5
9,7939,6870,1
9,7949,391,0.5
9,7949,1423,1
9,7949,6170,1
9,7953,876,1
9,7953,2295,1
9,7953,8190,1
9,7954,3218,1
9,7954,6040,0
9,7965,2748,0.5
9,7997,390,1
9,7997,1855,0.5
9,7997,2867,0.5
9,7997,5367,0
9,8020,6255,0
9,8021,4464,0
9,8021,6500,0
9,8021,8100,1
9,8028,204,0.5
9,8028,1098,0
9,8028,2986,0.5
9,8028,7107,0
9,8044,275,1
9,8044,1105,0.5
9,8044,3677,1
9,8044,4171,0.5
9,8059,98,0.5
9,8059,5531,1
9,8059,6850,0.5
9,8059,7238,0.5
9,8059,7545,1
9,8059,8491,0.5
9,8062,224,0
9,8062,554,1
9,8066,349,0.5
9,8066,3035,1
9,8066,3762,1
9,8066,5993,1
9,8071,1744,0.5
9,8071,3680,0.5
9,8073,3448,0.5
9,8074,7887,0.5
9,8084,98,0
9,8084,5009,1
9,8084,8059,0.5
9,8097,1100,0.5
9,8100,4430,0.5
9,8100,4854,0.5
9,8121,793,1
9,8121,6811,0.5
9,8133,1237,1
9,8133,6670,1
9,8133,7238,0.5
9,8186,4370,1
9,8186,4694,0
9,8186,6490,1
9,8186,7665,1
9,8190,3912,1
9,8191,4725,0.5
9,8214,411,0.5
9,8214,1162,1
9,8214,1598,1
9,8214,7791,1
9,8216,2463,0
9,8216,6950,1
9,8219,1604,0.5
9,8238,120,0.5
9,8238,1837,1
9,8238,4676,1
9,8238,5156,0.5
9,8245,736,0
9,8245,2972,0.5
9,8248,3458,1
9,8248,4732,0
9,8256,5068,0.5
9,8256,5914,0
9,8267,6390,0.5
9,8275,3614,1
9,8275,3961,1
9,8275,4723,0.5
9,8277,5464,1
9,8277,6440,0.5
9,8277,7979,1
9,8287,3805,0.5
9,8287,4037,0.5
9,8287,7848,0.5
9,8288,5087,0.5
9,8299,5291,1
9,8299,6625,1
9,8320,5755,1
9,8337,4481,0.5
9,8343,98,1
9,8343,1098,0.5
9,8343,5097,1
9,8343,7112,0.5
9,8343,8267,0
9,8343,8491,0.5
9,8349,501,0.5
9,8349,4329,0
9,8349,6388,0
9,8349,7676,1
9,8355,6419,0.5
9,8365,157,1
9,8365,6629,1
9,8366,3822,1
9,8366,4652,1
9,8368,1095,0
9,8368,6069,0.5
9,8368,8565,1
9,8388,2479,0.5
9,8400,1512,0.5
9,8400,8210,0.5
9,8405,3983,0
9,8415,1736,1
9,8415,7624,0.5
9,8419,1617,1
9,8419,6775,0.5
9,8420,5783,0
9,8435,204,1
9,8435,5345,0.5
9,8435,8028,0.5
9,8447,1961,0.5
9,8452,1852,0.5
9,8452,5658,0
9,8452,7089,0.5
9,8452,7739,0.5
9,8455,175,0.5
9,8477,748,0
9,8477,2866,0.5
9,8491,98,0.5
9,8491,3184,0.5
9,8491,5097,0.5
9,8491,5614,0.5
9,8491,7575,1
9,8494,1744,1
9,8494,5730,0.5
9,8496,5271,0
9,8501,2479,0
9,8501,4646,0.5
9,8501,6110,0
9,8501,6875,0.5
9,8508,6445,1
9,8508,7374,0.5
9,8510,2867,0
9,8510,6032,0
9,8517,4129,0.5
9,8517,5821,0.5
9,8533,7411,0
9,8533,8355,0
9,8533,8405,0
9,8549,2129,0.5
9,8549,8133,0
9,8553,3271,0.5
9,8553,3917,0.5
9,8553,7616,1
9,8553,7953,0
9,8565,567,1
9,8565,1706,1
9,8565,6032,1
9,8570,251,0.5
9,8570,6988,1
9,8590,3013,0.5
9,8590,7117,0
9,8599,2507,0.5
9,8605,174,1
9,8605,657,0.5
9,8605,1963,1
9,8605,2617,1
9,8605,3458,1
9,8605,4012,1
9,8605,4577,0.5
9,8605,5009,0.5
9,8605,5050,0.5
9,8605,7768,1
9,8612,2221,0
9,8612,7889,0.5
9,8616,1098,0.5
9,8616,3344,0.5
9,8616,4171,1
9,8616,4482,1
9,8616,7545,1
9,8620,1439,0.5
9,8620,6746,1
9,8620,8517,1
9,8621,200,0.5
9,8621,2686,0
10,481,4038,0.5
10,481,5042,1
10,685,5993,0.5
10,1305,5993,0.5
10,1305,6110,0
10,1548,5172,0.5
10,1710,3330,0.5
10,1710,5059,0.5
10,2221,1710,1
10,2344,2836,1
10,2805,746,0
10,2805,5142,0
10,2805,6224,0
10,2836,2805,0
10,2848,1710,0
10,2848,2805,0
10,3330,5142,0
10,3453,2848,0
10,3453,6870,1
10,4038,5993,0.5
10,4038,6224,0.5
10,4609,746,0.5
10,4609,1305,0
10,4609,2848,1
10,4847,5172,0.5
10,5042,8214,0
10,5059,2805,0
10,5142,685,0.5
10,5142,4038,1
10,5142,4609,0
10,5172,6758,1
10,5472,4038,1
10,5472,5993,0.5
10,5472,6110,0.5
10,5993,746,1
10,5993,3330,0.5
10,5993,5059,1
10,6110,481,0
10,6110,2221,1
10,6110,2344,1
10,6110,5142,0.5
10,6224,2836,0.5
10,6870,2344,1
10,6870,2848,1
10,8214,481,0
10,8214,3330,1
11,4,2129,0.5
11,64,3035,1
11,145,1768,0.5
11,145,2841,0
11,145,7186,0
11,158,4850,1
11,158,6388,1
11,158,8059,0.5
11,174,1746,0.5
11,220,801,0
11,220,1353,0
11,228,1374,0.5
11,228,4216,1
11,228,6226,0
11,277,3664,1
11,290,3380,0.5
11,290,7298,0.5
11,290,7447,1
11,349,939,1
11,391,4331,0.5
11,411,1069,1
11,411,6985,0.5
11,411,8120,0.5
11,515,6914,0
11,515,7955,0.5
11,557,943,0.5
11,557,1045,0.5
11,557,1374,1
11,557,1459,1
11,614,3271,0.5
11,614,5627,0.5
11,659,1207,0
11,659,1425,0.5
11,659,3279,0
11,659,4346,0
11,753,3909,0.5
11,753,4577,0
11,801,6681,1
11,801,6968,1
11,865,8180,0.5
11,939,2230,1
11,939,5282,0.5
11,943,228,1
11,943,4216,0.5
11,952,1903,0
11,952,4723,0
11,1006,1903,0.5
11,1006,7616,0.5
11,1042,659,0.5
11,1042,1425,0
11,1042,4346,0
11,1042,7087,0
11,1045,228,1
11,1045,6226,1
11,1045,6321,1
11,1048,5295,0.5
11,1048,6187,1
11,1069,1579,1
11,1069,6184,0
11,1069,8120,1
11,1098,2013,1
11,1098,4850,0.5
11,1207,2706,1
11,1207,3987,0.5
11,1207,6835,0
11,1207,7038,1
11,1254,1785,0
11,1254,6151,0.5
11,1254,8550,1
11,1265,145,0
11,1265,1768,0
11,1265,2841,0.5
11,1265,7186,0
11,1298,5193,1
11,1298,6321,0
11,1348,3698,0.5
11,1348,8086,0.5
11,1348,8104,0.5
11,1353,4381,0.5
11,1353,6681,0
11,1353,6968,0.5
11,1374,1459,1
11,1388,1348,1
11,1397,6212,0.5
11,1397,7412,1
11,1397,7943,0
11,1425,1207,1
11,1425,2706,0.5
11,1425,3279,0.5
11,1425,6835,0
11,1425,7087,0.5
11,1459,228,0.5
11,1459,943,1
11,1563,2841,1
11,1563,7186,0
11,1579,411,0.5
11,1579,6184,0.5
11,1594,2283,1
11,1594,5068,0.5
11,1657,1748,1
11,1657,2957,0
11,1657,3507,0.5
11,1657,3971,0
11,1718,753,0.5
11,1718,2283,0
11,1718,4577,0.5
11,1718,8553,0.5
11,1746,174,0
11,1748,1657,0.5
11,1748,2957,0.5
11,1748,3971,0
11,1768,2841,1
11,1768,4982,1
11,1768,5417,1
11,1768,6388,0.5
11,1768,7186,1
11,1785,8550,1
11,1786,2839,1
11,1786,6962,0.5
11,1811,3271,0.5
11,1811,5627,0.5
11,1903,4723,1
11,1903,7472,1
11,1968,3523,0
11,2013,1098,0.5
11,2013,5954,1
11,2059,1397,0.5
11,2129,3580,0.5
11,2129,6185,0.5
11,2215,952,1
11,2215,1006,0.5
11,2215,1903,0.5
11,2283,753,0.5
11,2283,1594,0
11,2283,4577,0.5
11,2283,8553,0.5
11,2299,515,0.5
11,2299,6914,0.5
11,2299,7955,0.5
11,2416,3523,0.5
11,2416,8137,1
11,2433,4321,1
11,2433,6974,1
11,2472,998,0.5
11,2472,7412,0
11,2472,7943,0.5
11,2515,4321,0
11,2574,7351,0.5
11,2623,603,0.5
11,2623,5295,0.5
11,2631,2416,0
11,2706,659,1
11,2706,1042,1
11,2798,2988,1
11,2839,1786,0
11,2841,4982,0.5
11,2841,5417,1
11,2841,7053,1
11,2957,1657,0.5
11,2957,1748,0.5
11,2957,3507,1
11,2957,3971,0.5
11,2962,7848,0.5
11,2988,7925,0.5
11,3035,64,1
11,3214,7488,1
11,3271,614,0.5
11,3271,1811,1
11,3271,5627,1
11,3279,1207,0.5
11,3279,2706,0.5
11,3279,3987,1
11,3279,6835,0
11,3279,7087,0.5
11,3344,753,0
11,3344,1718,1
11,3344,2283,0.5
11,3380,6754,1
11,3380,7364,0.5
11,3507,1657,0.5
11,3507,2957,0.5
11,3507,3971,1
11,3518,5282,0
11,3518,6940,1
11,3523,2631,1
11,3523,3518,0.5
11,3580,6185,0
11,3629,8153,0.5
11,3664,2623,0.5
11,3698,6579,0.5
11,3698,8086,0.5
11,3909,1718,1
11,3909,2283,0.5
11,3909,3344,0.5
11,3909,3380,0
11,3909,5466,1
11,3909,7447,0.5
11,3971,1657,1
11,3971,1748,1
11,3971,2957,0.5
11,3971,3507,0.5
11,3979,6270,0.5
11,3987,659,0.5
11,3987,1042,0.5
11,3987,1425,0.5
11,3987,4346,0
11,3987,7038,0.5
11,4037,4850,0.5
11,4216,557,0.5
11,4216,1459,0
11,4254,140,1
11,4290,2129,1
11,4331,391,0.5
11,4331,7953,0.5
11,4346,2706,1
11,4346,3279,0
11,4346,7087,0.5
11,4381,220,0.5
11,4455,4771,0
11,4484,187,0.5
11,4484,6054,0.5
11,4484,7650,0
11,4577,3344,0.5
11,4577,3909,1
11,4577,8553,0
11,4607,290,0.5
11,4607,3909,0.5
11,4607,5466,1
11,4607,6754,1
11,4607,7364,0
11,4723,2215,1
11,4850,158,0.5
11,4850,1098,0.5
11,4850,4037,0.5
11,4982,145,0.5
11,4982,1265,1
11,4982,1563,1
11,5025,1348,0.5
11,5025,8086,1
11,5050,7953,0.5
11,5068,8097,0.5
11,5193,6321,1
11,5193,7351,0.5
11,5282,2416,0.5
11,5282,5320,1
11,5282,7331,1
11,5320,6940,1
11,5320,7350,0.5
11,5417,4982,0
11,5417,7053,0
11,5466,290,0.5
11,5466,3380,1
11,5466,7298,0.5
11,5519,1325,1
11,5519,8434,0
11,5598,8616,0
11,5627,614,0
11,5627,1811,1
11,5627,3271,0
11,5954,2013,0
11,5960,6875,0.5
11,6032,515,0.5
11,6032,2299,1
11,6032,6914,0.5
11,6049,7134,1
11,6049,7715,0.5
11,6054,7650,0
11,6151,1785,0.5
11,6184,6761,0.5
11,6185,4,0.5
11,6187,277,0
11,6187,2623,0.5
11,6187,3664,1
11,6212,2059,0.5
11,6212,2472,0.5
11,6212,7943,0
11,6226,943,0.5
11,6226,1374,0.5
11,6270,8180,1
11,6321,2574,0.5
11,6388,158,0.5
11,6388,1768,1
11,6388,7107,1
11,6579,1348,1
11,6579,1388,0
11,6579,5025,0.5
11,6681,220,1
11,6681,4381,0
11,6681,6968,0
11,6736,3698,1
11,6754,290,0
11,6754,3909,0.5
11,6754,5466,1
11,6761,411,0
11,6761,1069,0.5
11,6761,8120,1
11,6835,659,0.5
11,6835,1042,0.5
11,6835,3987,1
11,6835,4346,0
11,6875,5960,0.5
11,6962,1786,1
11,6962,7848,1
11,6962,7953,0.5
11,6965,349,0
11,6965,4307,0.5
11,6968,220,0.5
11,6968,7327,0.5
11,6985,1069,0.5
11,6985,1579,1
11,6985,6184,1
11,7038,659,0.5
11,7038,1425,0.5
11,7038,3279,1
11,7038,4346,0
11,7053,1265,1
11,7053,1563,1
11,7053,1768,0.5
11,7087,1207,0.5
11,7087,2706,0.5
11,7087,3987,0.5
11,7107,6388,0.5
11,7134,6049,1
11,7186,4982,0.5
11,7186,7053,1
11,7292,2230,1
11,7292,2631,0
11,7292,6965,0.5
11,7298,3380,0.5
11,7298,3909,0
11,7298,6754,0.5
11,7298,7447,1
11,7327,801,0.5
11,7327,1353,1
11,7327,4381,0
11,7327,6681,0.5
11,7331,1968,0.5
11,7350,3518,0
11,7351,1298,1
11,7364,5466,0.5
11,7364,7298,0.5
11,7412,998,1
11,7412,2059,0.5
11,7447,4607,0.5
11,7447,6754,0
11,7447,7364,0.5
11,7472,1006,0.5
11,7472,2215,0.5
11,7488,6772,0
11,7488,7350,0
11,7715,6049,1
11,7722,2006,0.5
11,7722,3981,0.5
11,7761,3214,1
11,7761,3518,0
11,7761,3523,0
11,7761,4307,0.5
11,7848,2962,1
11,7848,6962,0.5
11,7925,2798,1
11,7943,998,0.5
11,7943,2059,1
11,7943,7412,0.5
11,7953,4331,0.5
11,7953,5050,0.5
11,7953,6962,0.5
11,7955,6032,1
11,7955,6914,1
11,8028,1298,1
11,8028,2574,1
11,8028,5193,1
11,8028,7351,1
11,8059,158,0.5
11,8086,6579,0
11,8086,8104,0.5
11,8104,5025,0.5
11,8104,6736,0
11,8120,6184,1
11,8120,6985,0.5
11,8137,2230,0
11,8137,7331,1
11,8137,7761,0
11,8153,4307,0
11,8153,7292,0.5
11,8283,2230,0.5
11,8283,3629,0
11,8283,8153,0.5
11,8434,1325,1
11,8553,753,0.5
11,8553,3909,0.5
11,8616,5598,0.5
12,98,1961,0.5
12,98,2841,0.5
12,98,4850,1
12,98,7306,1
12,158,1594,1
12,158,7715,0.5
12,158,7848,0.5
12,174,7616,1
12,346,1100,0
12,346,2435,1
12,346,5220,1
12,349,2617,0
12,391,98,1
12,391,4171,0.5
12,391,8501,0.5
12,515,4068,0.5
12,557,1889,1
12,596,7943,0
12,793,1512,0.5
12,793,2684,0.5
12,885,2013,0.5
12,885,6212,0
12,996,1889,0.5
12,1050,4676,0.5
12,1077,3242,0.5
12,1077,8501,0.5
12,1100,2299,0
12,1158,8044,0.5
12,1176,3820,0.5
12,1203,7118,0
12,1305,2463,0.5
12,1305,3479,0
12,1374,996,1
12,1374,6226,0.5
12,1439,515,0.5
12,1439,4369,0.5
12,1439,4404,0.5
12,1439,5191,0.5
12,1512,4960,1
12,1548,2581,0.5
12,1548,6212,0.5
12,1548,6955,1
12,1594,7715,1
12,1594,7848,0
12,1594,8287,0
12,1683,1050,1
12,1723,2799,0.5
12,1723,7955,0
12,1768,6311,0.5
12,1768,6515,1
12,1782,4369,1
12,1786,4019,0.5
12,1786,7943,0
12,1826,2599,1
12,1826,6212,0.5
12,1826,7134,1
12,1830,5342,0
12,1889,1374,1
12,1889,6142,0.5
12,1889,6226,1
12,1961,391,0.5
12,1964,2684,0.5
12,1964,3047,0.5
12,2009,2799,0.5
12,2009,7186,1
12,2013,793,0.5
12,2013,8324,0.5
12,2059,2684,0.5
12,2059,5981,1
12,2059,6844,0.5
12,2059,7134,0
12,2129,349,0.5
12,2180,4082,0
12,2180,5427,0
12,2196,174,0
12,2196,2461,0
12,2196,7635,1
12,2235,2457,1
12,2238,2599,0.5
12,2299,5119,0.5
12,2299,6793,1
12,2326,4082,0.5
12,2457,1683,0
12,2457,5191,0
12,2457,5326,0.5
12,2461,4144,0.5
12,2461,7616,0
12,2463,5170,1
12,2518,1768,0
12,2518,3574,0.5
12,2518,6408,0.5
12,2581,1158,0.5
12,2581,2238,1
12,2581,5427,0
12,2581,6165,1
12,2599,1548,1
12,2599,2059,0.5
12,2599,3047,0
12,2599,3268,0.5
12,2605,1830,0.5
12,2605,7262,0.5
12,2683,885,0.5
12,2683,6891,1
12,2683,7119,0.5
12,2684,1826,1
12,2684,2238,0
12,2684,3268,1
12,2684,4694,1
12,2799,7865,1
12,2841,515,0.5
12,2841,1203,0.5
12,2841,2799,0.5
12,2841,7890,0
12,2841,8323,0.5
12,2867,515,0.5
12,2867,787,1
12,2867,2235,1
12,2867,2841,0.5
12,2890,8577,1
12,3014,2009,0
12,3014,5201,0.5
12,3014,7946,0
12,3043,2867,1
12,3043,4158,1
12,3043,7865,0.5
12,3047,1826,0.5
12,3047,3523,1
12,3047,4082,0
12,3047,6165,1
12,3047,7467,1
12,3113,1768,1
12,3113,4092,0.5
12,3113,6239,0.5
12,3229,4286,0.5
12,3242,98,0.5
12,3242,4577,1
12,3242,7118,0.5
12,3268,6212,0.5
12,3339,8357,0.5
12,3345,8580,0
12,3362,2581,0.5
12,3479,2463,1
12,3523,2684,0.5
12,3523,3047,0
12,3523,5342,0
12,3574,3113,0.5
12,3574,4092,0.5
12,3574,6239,0.5
12,3602,346,1
12,3602,5105,1
12,3820,809,0.5
12,3902,158,0
12,3902,1594,0.5
12,3914,8044,0
12,4019,1786,1
12,4019,4850,1
12,4019,7467,0
12,4019,7943,1
12,4068,2867,0
12,4068,4404,0.5
12,4082,5031,1
12,4082,6165,0.5
12,4082,7479,0.5
12,4082,8347,1
12,4092,2518,1
12,4092,6239,0.5
12,4144,2196,0
12,4144,6834,0.5
12,4144,7635,1
12,4144,8267,0
12,4158,8580,0
12,4171,98,0.5
12,4171,3242,1
12,4171,4577,0.5
12,4171,7118,0.5
12,4171,7955,0.5
12,4268,1512,0.5
12,4286,7672,1
12,4343,3043,0.5
12,4343,4404,0.5
12,4343,5201,0
12,4343,6515,0.5
12,4369,515,0.5
12,4369,4570,0.5
12,4369,8323,1
12,4379,2599,0
12,4379,6191,0.5
12,4404,515,0
12,4404,5201,1
12,4406,2581,0
12,4406,6212,0
12,4419,5220,1
12,4484,1374,0.5
12,4484,6142,1
12,4570,2009,1
12,4570,5324,0.5
12,4570,7186,1
12,4577,391,0.5
12,4577,7089,1
12,4577,8501,0
12,4603,3523,0
12,4676,1100,0
12,4676,3820,0.5
12,4676,4343,0
12,4676,7865,1
12,4694,1512,1
12,4694,6212,0.5
12,4694,8347,1
12,4822,2463,0
12,4822,5170,1
12,4850,391,0.5
12,4850,1077,0.5
12,4850,4019,1
12,4850,7467,0.5
12,4850,7943,1
12,4898,7262,0.5
12,4960,8347,0
12,5044,4158,0.5
12,5090,1768,0
12,5090,3574,0.5
12,5105,4676,0
12,5119,8619,0.5
12,5170,778,1
12,5170,1305,1
12,5170,1782,1
12,5170,6110,0.5
12,5191,1050,1
12,5191,7184,1
12,5201,1439,0.5
12,5201,1782,1
12,5201,3043,0.5
12,5201,7186,0.5
12,5220,1176,0.5
12,5342,4082,0.5
12,5342,7479,0.5
12,5342,8044,1
12,5342,8347,0.5
12,5427,2684,0
12,5435,2867,1
12,5742,2890,0
12,5981,2581,1
12,6110,1305,1
12,6110,3479,0
12,6110,4822,0.5
12,6142,557,0.5
12,6142,996,1
12,6142,6226,0.5
12,6165,1158,0.5
12,6165,2326,1
12,6165,2617,1
12,6165,7119,0.5
12,6173,1964,0.5
12,6173,8190,0.5
12,6191,596,1
12,6191,2326,0.5
12,6191,2599,0.5
12,6191,4379,0.5
12,6191,7119,0.5
12,6203,1826,1
12,6203,1964,0
12,6203,3047,0
12,6212,3268,1
12,6212,3362,0.5
12,6212,6203,0.5
12,6212,7119,1
12,6226,996,0.5
12,6226,4484,1
12,6239,1768,0.5
12,6239,2518,1
12,6239,5090,1
12,6311,6239,0
12,6311,6408,0.5
12,6408,4092,0
12,6408,5090,0.5
12,6408,6239,0.5
12,6456,8580,0
12,6479,174,0
12,6479,8267,0
12,6515,2235,0.5
12,6515,3043,0.5
12,6586,3041,0
12,6793,5742,1
12,6834,174,0.5
12,6834,2196,0.5
12,6834,2461,1
12,6834,7635,1
12,6844,8190,0
12,6891,1512,0.5
12,6891,5342,0.5
