Month #,Player #,# Games,Total Score,Leaderboard
102,4877,3,1.5,Private
102,4883,1,0.5,Private
102,4886,3,0.5,Public
102,4898,9,3.5,Private
102,4908,5,3,Private
102,4911,8,5.5,Public
102,4917,3,1,Public
102,4920,2,0.5,Private
102,4931,3,2,Private
102,4940,1,0.5,Public
102,4955,7,5,Private
102,4958,2,0.5,Private
102,4960,1,0,Private
102,4962,2,1,Private
102,4973,5,4,Private
102,4977,12,2.5,Private
102,4982,5,3,Private
102,5001,2,1,Private
102,5002,4,1,Private
102,5009,3,1,Private
102,5013,8,5.5,Private
102,5023,2,1,Private
102,5036,4,1,Private
102,5045,2,1,Private
102,5047,5,2,Private
102,5050,6,3.5,Private
102,5057,1,0,Public
102,5061,14,9,Private
102,5068,2,1,Private
102,5075,5,3,Private
102,5077,2,0.5,Public
102,5082,8,4.5,Private
102,5083,2,1.5,Private
102,5086,3,0.5,Public
102,5089,2,0.5,Private
102,5097,7,3,Private
102,5101,5,2.5,Private
102,5116,7,4,Private
102,5128,4,1.5,Private
102,5136,2,0.5,Private
102,5140,5,3.5,Public
102,5145,7,3,Private
102,5155,1,1,Private
102,5172,1,1,Private
102,5181,1,0.5,Public
102,5185,5,3,Public
102,5191,5,2.5,Private
102,5226,5,2.5,Private
102,5254,3,3,Private
102,5257,2,0.5,Private
102,5258,12,8,Private
102,5270,4,2,Public
102,5280,2,0.5,Private
102,5287,4,2,Private
102,5290,1,0.5,Private
102,5299,4,2,Private
102,5311,5,3.5,Private
102,5316,1,0,Private
102,5325,1,0,Private
102,5327,3,1.5,Public
102,5333,2,1.5,Private
102,5342,5,2.5,Private
102,5356,3,1.5,Private
102,5373,1,0.5,Public
102,5380,2,0.5,Private
102,5396,15,7,Private
102,5407,2,1,Private
102,5408,1,0,Private
102,5417,3,1.5,Private
102,5425,4,2.5,Private
102,5441,3,1.5,Private
102,5445,3,1.5,Private
102,5456,7,4.5,Private
102,5463,7,2.5,Public
102,5467,1,0,Private
102,5470,4,2,Private
102,5472,1,0.5,Private
102,5475,9,5,Public
102,5477,6,3,Private
102,5516,6,3.5,Private
102,5530,7,2.5,Private
102,5531,3,2,Public
102,5539,2,1,Private
102,5552,3,2,Public
102,5563,3,2,Private
102,5580,4,1.5,Public
102,5593,5,0.5,Private
102,5602,13,5.5,Private
102,5614,5,3.5,Private
102,5623,13,8,Public
102,5627,1,0,Private
102,5653,5,1.5,Public
102,5671,1,0.5,Private
102,5675,6,3.5,Private
102,5683,10,6,Public
102,5705,2,1,Public
102,5724,4,1,Private
102,5736,8,4,Private
102,5764,2,1,Public
102,5774,4,2,Private
102,5802,4,2.5,Private
102,5812,4,3,Private
102,5814,2,0,Private
102,5821,6,3.5,Private
102,5826,2,1.5,Public
102,5850,3,0,Private
102,5852,1,0.5,Private
102,5853,2,0.5,Private
102,5860,3,0.5,Private
102,5863,3,2.5,Private
102,5866,6,4,Public
102,5870,2,1.5,Private
102,5875,5,3,Public
102,5895,3,1,Private
102,5905,5,3.5,Private
102,5914,3,1,Private
102,5919,6,2.5,Public
102,5926,5,2,Private
102,5930,8,4.5,Private
102,5937,1,0.5,Private
102,5942,4,2.5,Private
102,5950,8,5,Public
102,5983,3,1,Private
102,6000,3,1.5,Private
102,6002,3,1,Private
102,6007,2,1,Public
102,6011,4,1,Private
102,6012,5,0.5,Private
102,6015,2,1,Private
102,6018,3,1,Private
102,6025,3,1.5,Private
102,6036,2,0.5,Private
102,6038,5,2.5,Private
102,6040,3,2,Private
102,6055,7,3.5,Private
102,6059,12,6,Private
102,6084,3,1,Private
102,6086,6,3,Private
102,6089,7,4.5,Private
102,6115,4,1,Private
102,6119,2,1,Private
102,6123,4,2.5,Private
102,6125,3,2,Private
102,6140,4,1.5,Private
102,6150,7,4.5,Private
102,6161,4,2,Private
102,6166,2,1.5,Private
102,6168,6,0.5,Public
102,6179,1,0.5,Private
102,6181,2,1,Public
102,6191,8,4,Private
102,6196,5,2.5,Private
102,6208,3,2.5,Public
102,6212,8,5.5,Private
102,6228,5,2.5,Private
102,6235,4,3,Private
102,6263,4,2.5,Private
102,6270,5,4,Private
102,6272,1,1,Private
102,6289,6,3,Private
102,6303,2,1,Private
102,6304,1,0,Public
102,6305,7,5,Private
102,6313,5,1.5,Public
102,6341,3,1.5,Private
102,6346,3,2,Private
102,6366,3,1,Private
102,6373,7,4,Private
102,6391,5,3,Private
102,6392,2,1.5,Private
102,6429,2,1.5,Public
102,6433,1,0.5,Private
102,6439,6,3.5,Public
102,6447,2,1,Private
102,6451,11,5,Private
102,6458,6,3,Private
102,6459,5,1,Private
102,6462,7,3.5,Public
102,6484,8,4,Public
102,6500,2,1,Private
102,6506,1,0.5,Public
102,6525,1,0.5,Private
102,6530,6,4,Private
102,6532,5,4,Private
102,6537,8,3.5,Private
102,6554,3,2,Public
102,6573,2,1.5,Private
102,6585,5,2,Public
102,6586,6,3.5,Private
102,6605,3,1.5,Public
102,6629,7,2.5,Private
102,6647,5,3.5,Public
102,6669,3,0,Private
102,6679,4,2.5,Private
102,6688,1,0,Public
102,6691,11,8,Public
102,6693,3,1,Private
102,6717,4,3,Private
102,6719,1,0,Private
102,6723,2,0.5,Private
102,6738,1,0,Private
102,6740,2,1.5,Private
102,6764,5,0.5,Private
102,6778,7,4,Private
102,6803,5,3,Private
102,6808,6,1.5,Private
102,6815,6,2.5,Private
102,6828,5,3.5,Public
102,6834,3,1.5,Private
102,6844,3,1,Private
102,6850,6,4.5,Private
102,6854,4,1,Private
102,6864,7,5,Private
102,6875,6,3,Public
102,6880,8,5,Public
102,6887,9,3,Private
102,6920,1,0.5,Public
102,6926,2,1,Public
102,6931,1,0,Private
102,6937,2,1,Private
102,6951,5,2.5,Private
102,6958,1,0,Public
102,6973,2,1,Private
102,6993,2,1,Private
102,6997,2,0,Private
102,7000,2,0.5,Private
102,7001,1,0,Private
102,7002,3,2,Private
102,7006,6,2.5,Private
102,7027,3,2.5,Private
102,7031,1,0,Private
102,7038,1,0.5,Private
102,7041,5,2.5,Private
102,7048,5,1,Public
102,7053,3,2,Private
102,7063,2,1,Private
102,7065,10,6,Private
102,7073,2,1,Public
102,7090,4,1.5,Private
102,7106,2,1,Private
102,7107,5,3,Public
102,7115,3,1.5,Private
102,7117,2,0.5,Private
102,7118,4,2.5,Private
102,7142,2,0,Private
102,7158,2,1,Private
102,7168,4,3.5,Private
102,7176,1,1,Private
102,7189,9,4,Private
102,7193,4,1,Private
102,7203,2,1,Private
102,7204,8,3,Public
102,7217,4,1.5,Private
102,7228,3,2,Private
102,7230,5,3.5,Private
102,7234,12,7,Private
102,7248,2,1,Private
102,7262,4,2,Public
102,7273,5,3,Private
102,7298,2,1,Public
102,7314,4,3.5,Private
102,7322,4,0.5,Private
102,7327,6,3,Private
102,7348,1,0.5,Private
102,7351,2,1,Private
102,7353,6,4,Private
102,7361,1,0.5,Private
102,7362,7,4,Private
102,7364,7,5,Private
102,7365,7,2.5,Private
102,7391,12,8,Private
102,7412,5,2.5,Private
102,7431,3,1.5,Private
102,7441,10,6,Private
102,7446,1,0.5,Private
102,7447,3,1,Private
102,7448,1,0,Private
102,7455,2,1,Public
102,7479,10,7.5,Private
102,7482,5,2.5,Private
102,7483,2,0.5,Private
102,7498,3,1.5,Private
102,7504,3,1,Private
102,7510,8,4.5,Private
102,7514,4,2,Private
102,7528,5,3,Public
102,7530,2,0,Public
102,7575,1,1,Public
102,7587,1,0.5,Private
102,7593,8,5.5,Private
102,7597,6,2.5,Public
102,7603,3,1,Private
102,7616,8,5,Private
102,7619,4,2.5,Private
102,7638,5,2.5,Private
102,7652,8,5,Public
102,7654,6,2.5,Private
102,7661,3,1,Private
102,7665,5,1,Private
102,7669,1,0.5,Private
102,7673,1,1,Private
102,7676,2,1,Public
102,7682,5,0.5,Private
102,7684,4,2,Private
102,7709,8,4.5,Public
102,7723,1,0.5,Private
102,7749,4,1.5,Private
102,7802,5,3.5,Private
102,7805,9,4.5,Private
102,7811,2,0,Private
102,7815,9,0.5,Private
102,7816,8,5,Private
102,7819,2,0,Private
102,7833,4,3,Private
102,7871,1,0,Private
102,7879,5,1,Private
102,7880,7,2,Public
102,7890,2,1.5,Private
102,7901,1,1,Private
102,7905,6,3.5,Private
102,7914,4,1.5,Public
102,7919,4,2,Private
102,7925,6,4.5,Public
102,7939,4,2,Private
102,7948,3,0.5,Public
102,7949,2,0.5,Private
102,7953,8,3,Private
102,7955,9,5.5,Public
102,7963,3,1,Public
102,7973,5,1,Private
102,7986,4,2,Private
102,7987,4,2,Private
102,7989,2,1,Private
102,7998,2,0.5,Private
102,8016,7,4,Private
102,8028,2,0.5,Private
102,8035,9,6,Private
102,8041,2,0.5,Private
102,8044,3,2,Private
102,8048,10,7,Private
102,8052,4,2,Private
102,8066,2,1,Private
102,8081,2,0,Private
102,8083,4,2.5,Private
102,8084,5,3.5,Private
102,8098,1,0.5,Public
102,8111,2,1.5,Private
102,8152,2,1,Private
102,8158,7,2.5,Private
102,8162,6,3.5,Public
102,8175,3,0.5,Private
102,8177,4,2,Private
102,8183,4,0.5,Private
102,8189,3,1.5,Private
102,8190,4,1,Private
102,8195,4,2.5,Public
102,8206,3,2,Private
102,8212,1,0.5,Private
102,8214,8,5.5,Public
102,8218,4,1.5,Private
102,8232,7,1.5,Private
102,8233,4,3,Private
102,8244,4,3,Private
102,8251,4,2.5,Private
102,8256,2,1,Public
102,8267,3,1.5,Public
102,8288,1,0.5,Private
102,8291,1,1,Private
102,8295,4,3.5,Private
102,8311,9,3.5,Public
102,8320,2,1,Private
102,8321,4,2,Private
102,8323,2,0.5,Private
102,8337,2,1,Public
102,8338,3,0,Private
102,8341,6,3.5,Private
102,8342,2,0,Private
102,8355,6,3,Private
102,8375,3,1.5,Private
102,8415,8,5,Private
102,8447,6,3.5,Private
102,8449,3,0.5,Private
102,8465,4,1.5,Private
102,8486,6,3,Private
102,8490,4,2,Private
102,8523,3,1,Public
102,8533,1,0.5,Private
102,8542,1,0.5,Public
102,8546,5,3.5,Private
102,8552,6,3.5,Public
102,8553,9,5.5,Private
102,8560,3,0.5,Private
102,8592,2,0.5,Private
102,8595,1,0.5,Private
102,8611,6,3,Public
102,8616,13,5.5,Public
102,8619,1,0,Private
102,8621,3,2.5,Private
103,1,3,2,Private
103,4,7,3.5,Private
103,10,3,1,Private
103,11,2,0,Public
103,96,2,1,Private
103,98,1,0.5,Private
103,102,2,0.5,Private
103,114,12,5,Private
103,125,1,0.5,Private
103,143,3,2,Private
103,145,7,3,Public
103,147,2,1,Public
103,173,3,3,Private
103,180,2,1.5,Public
103,193,12,7,Public
103,201,4,2,Public
103,204,5,3,Private
103,207,5,3,Private
103,220,4,2.5,Private
103,226,7,4,Private
103,243,4,3.5,Private
103,247,6,3,Public
103,256,8,5.5,Private
103,260,6,3,Private
103,272,1,0,Private
103,287,4,2.5,Private
103,295,12,7.5,Private
103,304,3,1.5,Private
103,306,4,2.5,Private
103,307,2,0.5,Private
103,314,2,1,Private
103,344,1,1,Private
103,349,8,4.5,Private
103,370,7,2.5,Public
103,374,8,4,Private
103,377,3,1,Private
103,389,1,1,Private
103,392,6,3.5,Public
103,408,6,4.5,Private
103,413,4,2,Private
103,414,2,0.5,Private
103,428,7,3,Private
103,436,4,1.5,Private
103,437,7,3.5,Public
103,440,3,1.5,Private
103,447,3,1,Private
103,452,9,4.5,Private
103,481,2,1,Private
103,491,3,1,Private
103,492,2,0.5,Private
103,501,3,2.5,Private
103,515,1,0,Public
103,522,2,1.5,Private
103,545,2,1,Public
103,562,7,2.5,Private
103,568,8,1.5,Public
103,572,7,4.5,Public
103,584,4,1.5,Public
103,591,4,2,Private
103,598,3,1.5,Private
103,603,2,1,Private
103,614,3,2,Public
103,617,5,2.5,Private
103,638,7,2.5,Private
103,639,10,6,Public
103,654,1,0.5,Private
103,658,7,4,Private
103,662,2,1,Private
103,664,6,2.5,Private
103,670,3,2.5,Private
103,719,1,0.5,Public
103,733,2,1,Private
103,742,3,2,Private
103,748,5,3,Private
103,753,2,1,Private
103,766,3,1.5,Private
103,793,3,1.5,Public
103,811,4,2,Private
103,813,6,3,Private
103,827,2,1,Private
103,898,4,3,Private
103,902,1,0.5,Private
103,941,2,1.5,Private
103,943,5,1.5,Private
103,951,2,1,Private
103,954,6,3.5,Public
103,956,8,5.5,Private
103,963,1,0,Private
103,966,1,0.5,Private
103,971,7,1.5,Private
103,973,3,2,Private
103,974,3,1,Private
103,975,5,2.5,Private
103,978,3,1.5,Private
103,994,5,2,Private
103,1008,1,0.5,Private
103,1037,2,1.5,Private
103,1061,1,0,Private
103,1084,2,0.5,Private
103,1089,8,5.5,Private
103,1095,5,3,Public
103,1099,1,1,Private
103,1100,6,4.5,Private
103,1111,1,0.5,Private
103,1134,6,2.5,Public
103,1143,3,0.5,Private
103,1158,4,3.5,Private
103,1161,3,1,Public
103,1187,7,6,Private
103,1188,3,0.5,Private
103,1191,5,2,Private
103,1219,6,3.5,Private
103,1230,2,0,Public
103,1238,3,1,Private
103,1242,5,2.5,Private
103,1244,2,0.5,Private
103,1248,3,1.5,Private
103,1280,5,3,Private
103,1286,7,3.5,Private
103,1289,1,0.5,Private
103,1293,7,4,Private
103,1304,5,1,Public
103,1305,2,1,Private
103,1321,2,1,Private
103,1329,8,3.5,Private
103,1356,8,4.5,Private
103,1357,14,9.5,Private
103,1382,5,2.5,Private
103,1395,2,0.5,Private
103,1405,1,0.5,Private
103,1422,2,0,Public
103,1428,5,2.5,Public
103,1452,3,1,Private
103,1455,5,2.5,Private
103,1469,2,1.5,Private
103,1470,3,1.5,Private
103,1471,3,0.5,Private
103,1500,2,0.5,Private
103,1516,2,1.5,Private
103,1538,7,6,Private
103,1548,3,1,Private
103,1553,10,4.5,Private
103,1569,1,0,Private
103,1570,3,2.5,Private
103,1584,1,0.5,Public
103,1594,7,4,Private
103,1613,6,2.5,Public
103,1631,1,0.5,Private
103,1635,4,2.5,Private
103,1657,2,1,Private
103,1661,4,2,Private
103,1665,1,0,Private
103,1673,11,6,Private
103,1683,8,3.5,Private
103,1693,6,2,Private
103,1700,4,1.5,Private
103,1706,1,0.5,Private
103,1735,2,0.5,Private
103,1736,2,2,Private
103,1746,3,1.5,Public
103,1757,2,0.5,Private
103,1759,2,1,Private
103,1762,2,0.5,Public
103,1773,5,3.5,Private
103,1779,1,1,Private
103,1781,5,2.5,Private
103,1797,3,1.5,Private
103,1799,1,1,Public
103,1805,8,3,Private
103,1814,2,0.5,Private
103,1825,8,2.5,Private
103,1829,5,3,Private
103,1831,7,4,Private
103,1835,5,3,Private
103,1848,8,3.5,Private
103,1852,6,3.5,Private
103,1855,6,3,Private
103,1860,6,4.5,Private
103,1863,6,4,Private
103,1866,3,1,Private
103,1880,2,1.5,Private
103,1903,2,1.5,Private
103,1925,4,2,Private
103,1932,7,2,Public
103,1942,9,5,Private
103,1944,3,1.5,Private
103,1951,1,0.5,Private
103,1961,1,0.5,Private
103,1964,5,4,Private
103,1972,8,3.5,Public
103,1979,1,1,Private
103,2002,1,0,Private
103,2056,1,0,Private
103,2057,4,1.5,Private
103,2059,3,3,Private
103,2084,3,2,Private
103,2085,5,2,Private
103,2086,1,0.5,Private
103,2103,8,4.5,Private
103,2105,3,1.5,Private
103,2112,6,3,Private
103,2129,1,0.5,Private
103,2132,7,1.5,Private
103,2146,4,2.5,Private
103,2148,3,1.5,Private
103,2155,1,0.5,Private
103,2185,11,5,Private
103,2224,6,2.5,Private
103,2230,1,1,Private
103,2235,4,2.5,Private
103,2238,2,0,Private
103,2250,1,0,Public
103,2252,11,6.5,Private
103,2256,5,3,Private
103,2270,4,1.5,Private
103,2283,5,3.5,Private
103,2295,6,3,Private
103,2308,7,1.5,Private
103,2311,2,0,Private
103,2313,6,2.5,Private
103,2327,1,0,Private
103,2329,4,1,Private
103,2332,1,0.5,Private
103,2334,3,2,Private
103,2339,1,0.5,Private
103,2351,7,4.5,Private
103,2353,2,1,Private
103,2364,1,0.5,Private
103,2395,4,2,Private
103,2444,4,2,Public
103,2483,2,1,Private
103,2513,4,1.5,Private
103,2524,3,1.5,Private
103,2542,2,1,Private
103,2548,8,3,Private
103,2551,4,3,Private
103,2555,7,1.5,Private
103,2560,4,2.5,Private
103,2574,9,5.5,Private
103,2576,7,3.5,Private
103,2603,6,2.5,Private
103,2605,7,4,Private
103,2609,2,1.5,Private
103,2640,4,2,Private
103,2667,4,2,Private
103,2693,1,0.5,Private
103,2696,2,0,Public
103,2699,1,0,Private
103,2714,2,0.5,Private
103,2717,3,1.5,Private
103,2731,3,1.5,Private
103,2734,2,1,Public
103,2739,2,1,Private
103,2762,1,0.5,Private
103,2766,2,1.5,Private
103,2771,3,1.5,Private
103,2793,1,0.5,Private
103,2813,4,2,Private
103,2823,2,0.5,Private
103,2824,1,0.5,Public
103,2830,6,5,Private
103,2836,2,0.5,Private
103,2841,4,2,Private
103,2847,2,1,Public
103,2881,1,0,Private
103,2897,8,5,Public
103,2904,7,4.5,Private
103,2907,3,0.5,Private
103,2918,5,1,Private
103,2920,4,1.5,Public
103,2956,6,4.5,Public
103,2959,4,1.5,Private
103,2991,4,1.5,Public
103,2997,1,1,Private
103,3013,4,1.5,Private
103,3016,2,1,Private
103,3017,1,0,Public
103,3037,6,3.5,Private
103,3041,3,2,Public
103,3047,6,4.5,Private
103,3050,5,1.5,Private
103,3054,4,2,Public
103,3060,3,1,Private
103,3062,8,4.5,Private
103,3114,1,0.5,Private
103,3130,4,1,Private
103,3132,1,0.5,Public
103,3155,2,1,Private
103,3184,7,5,Public
103,3187,1,0,Private
103,3190,5,3,Private
103,3193,1,1,Private
103,3242,7,4,Private
103,3253,3,0,Private
103,3254,6,4,Private
103,3260,2,0,Private
103,3272,9,6,Private
103,3278,10,6.5,Private
103,3288,11,4,Private
103,3293,2,1.5,Private
103,3297,1,0.5,Private
103,3330,7,4,Private
103,3352,6,2,Public
103,3360,3,1.5,Private
103,3362,2,1,Private
103,3377,10,3,Private
103,3386,2,0.5,Private
103,3404,4,1.5,Public
103,3405,5,3.5,Private
103,3435,9,3,Private
103,3443,6,4,Private
103,3459,4,2,Public
103,3470,5,3.5,Private
103,3472,4,1.5,Private
103,3475,3,0,Private
103,3476,1,0.5,Public
103,3479,3,1,Private
103,3500,6,2.5,Private
103,3507,5,3.5,Private
103,3521,9,5.5,Private
103,3538,5,2.5,Private
103,3540,1,0,Private
103,3564,2,1,Private
103,3565,2,0.5,Private
103,3575,7,4.5,Public
103,3582,2,1.5,Private
103,3588,11,7,Private
103,3608,2,0.5,Private
103,3614,2,0.5,Private
103,3648,8,5,Private
103,3653,3,2,Private
103,3655,3,2,Private
103,3698,3,1,Public
103,3705,6,2.5,Private
103,3707,3,0.5,Private
103,3768,2,0.5,Public
103,3772,3,0.5,Private
103,3777,4,1.5,Private
103,3797,4,1.5,Public
103,3810,4,1.5,Private
103,3816,8,3.5,Private
103,3818,2,0.5,Private
103,3834,8,5.5,Private
103,3849,4,0.5,Private
103,3863,2,0,Public
103,3882,6,3.5,Private
103,3892,2,0,Private
103,3900,3,2,Private
103,3902,10,5,Private
103,3915,3,1,Private
103,3916,1,0,Private
103,3920,5,2.5,Public
103,3934,2,0,Private
103,3965,4,3,Private
103,3971,3,2.5,Private
103,3980,2,1,Private
103,3981,2,1.5,Private
103,3983,2,1.5,Private
103,3990,2,1,Public
103,3991,1,0.5,Private
103,4015,2,1,Public
103,4019,1,1,Private
103,4033,3,2,Public
103,4037,5,2.5,Public
103,4056,1,0,Private
103,4057,2,0,Private
103,4063,2,1.5,Public
103,4064,2,1,Private
103,4068,1,0.5,Private
103,4073,3,2,Private
103,4088,4,1,Private
103,4108,2,1.5,Public
103,4120,3,1,Public
103,4127,1,0,Private
103,4135,2,0,Private
103,4137,2,1,Public
103,4138,4,1,Private
103,4155,1,0.5,Private
103,4175,4,1,Public
103,4194,6,3.5,Private
103,4201,2,0.5,Public
103,4216,6,3.5,Private
103,4240,2,0,Private
103,4254,5,2.5,Private
103,4256,1,0,Private
103,4287,3,2,Private
103,4304,1,0,Private
103,4315,2,1,Public
103,4341,4,3,Private
103,4348,1,0,Private
103,4375,2,2,Private
103,4376,7,3,Private
103,4381,6,3.5,Private
103,4383,1,1,Private
103,4399,4,1.5,Private
103,4400,1,0.5,Private
103,4401,7,4.5,Private
103,4419,6,4,Public
103,4423,9,4.5,Private
103,4432,4,2,Private
103,4446,2,1.5,Private
103,4479,2,1.5,Private
103,4484,5,3,Private
103,4488,8,6,Private
103,4515,5,3,Private
103,4524,3,2,Private
103,4529,2,1,Private
103,4532,11,7.5,Private
103,4537,1,1,Public
103,4562,7,3,Private
103,4564,2,1,Private
103,4576,2,1,Public
103,4577,4,2.5,Private
103,4584,1,0,Private
103,4610,3,2,Private
103,4613,4,2,Public
103,4616,1,0.5,Private
103,4618,3,1.5,Private
103,4628,8,4.5,Private
103,4631,2,0.5,Public
103,4671,6,1.5,Public
103,4674,4,2,Private
103,4676,2,1,Public
103,4685,3,0,Private
103,4687,1,0.5,Private
103,4694,6,3.5,Private
103,4700,9,6,Private
103,4708,5,2,Private
103,4745,5,1,Public
103,4753,8,5,Private
103,4766,3,1.5,Public
103,4772,4,2,Private
103,4777,2,0.5,Private
103,4783,7,3,Public
103,4791,3,0.5,Private
103,4810,3,0,Private
103,4812,2,0,Private
103,4814,3,2,Private
103,4842,1,0,Private
103,4847,2,0,Private
103,4850,9,4.5,Private
103,4852,2,1,Public
103,4857,3,2,Public
103,4862,15,9,Private
103,4876,4,1.5,Private
103,4877,2,2,Private
103,4886,4,0.5,Private
103,4898,11,6,Public
103,4908,2,0.5,Private
103,4911,3,1,Private
103,4917,3,1,Private
103,4931,3,2,Private
103,4948,2,1,Private
103,4954,3,1.5,Private
103,4955,11,7,Private
103,4959,2,0.5,Private
103,4971,4,1.5,Private
103,4973,4,2,Public
103,4982,3,2,Private
103,5011,8,5,Private
103,5013,4,0.5,Private
103,5023,11,6,Public
103,5026,6,0,Private
103,5036,2,0.5,Private
103,5047,4,3,Public
103,5050,5,4,Private
103,5051,7,3,Private
103,5068,2,1.5,Private
103,5082,8,6,Private
103,5089,9,4,Private
103,5090,4,3.5,Private
103,5097,8,4,Private
103,5116,5,1,Private
103,5140,6,2.5,Private
103,5142,1,0.5,Public
103,5164,2,1,Private
103,5172,2,1,Public
103,5173,2,0.5,Private
103,5183,3,1.5,Private
103,5185,4,2,Private
103,5187,9,5.5,Private
103,5209,2,1.5,Public
103,5226,7,2.5,Private
103,5247,3,1,Private
103,5254,7,4.5,Private
103,5257,2,0.5,Private
103,5258,12,7,Public
103,5270,4,3,Private
103,5299,4,1.5,Private
103,5311,2,1.5,Public
103,5315,7,4.5,Private
103,5325,2,0,Private
103,5327,7,3.5,Public
103,5356,4,1,Private
103,5373,3,0.5,Private
103,5380,1,1,Public
103,5396,8,3,Private
103,5408,3,0,Private
103,5415,4,3,Private
103,5419,6,3.5,Private
103,5441,8,4,Private
103,5448,4,2,Private
103,5453,5,2.5,Private
103,5456,2,1.5,Private
103,5463,8,3.5,Private
103,5472,1,0,Private
103,5473,7,4,Private
103,5477,8,4,Public
103,5482,3,2,Public
103,5510,6,2.5,Public
103,5516,3,0.5,Private
103,5530,3,1.5,Private
103,5545,4,1,Public
103,5558,2,1,Private
103,5566,2,0,Private
103,5573,2,0,Private
103,5596,1,1,Public
103,5602,3,1.5,Private
103,5614,8,5,Public
103,5623,4,1.5,Private
103,5658,4,2,Private
103,5675,6,2,Public
103,5681,8,4,Private
103,5737,4,2,Private
103,5740,4,1.5,Private
103,5774,3,1.5,Private
103,5798,3,2,Private
103,5802,4,1.5,Private
103,5812,6,3,Private
103,5817,2,1,Private
103,5826,4,0.5,Private
103,5837,3,0.5,Private
103,5850,3,0.5,Public
103,5863,4,3,Private
103,5865,3,0.5,Private
103,5866,9,6.5,Public
103,5868,3,1,Private
103,5870,1,1,Private
103,5875,2,1.5,Private
103,5895,6,1.5,Public
103,5906,1,0,Private
103,5914,2,1,Private
103,5919,3,1.5,Private
103,5926,3,1,Private
103,5930,4,1.5,Private
103,5933,2,0.5,Public
103,5950,7,3,Private
103,5973,6,2.5,Public
103,5976,1,0.5,Private
103,5979,6,3,Private
103,5983,1,0,Private
103,5994,2,1.5,Private
103,5995,4,2,Private
103,6000,7,1,Private
103,6002,7,4,Private
103,6012,5,3.5,Public
103,6017,3,1,Private
103,6018,5,2.5,Private
103,6038,1,1,Private
103,6040,3,1.5,Private
103,6059,2,1,Public
103,6084,4,3,Public
103,6089,6,3.5,Public
103,6119,7,4,Private
103,6123,1,0,Private
103,6125,10,4.5,Private
103,6140,6,3,Private
103,6161,2,0.5,Private
103,6168,3,1,Public
103,6181,6,3,Private
103,6191,1,0.5,Private
103,6194,3,0,Private
103,6208,4,3,Private
103,6220,11,6,Private
103,6226,3,0.5,Private
103,6263,3,2,Private
103,6268,4,2,Private
103,6270,4,2.5,Private
103,6272,4,2,Private
103,6305,10,5,Private
103,6313,5,1.5,Private
103,6324,7,4,Private
103,6328,5,2.5,Private
103,6339,3,2,Private
103,6366,4,1.5,Private
103,6391,14,7,Private
103,6410,1,0.5,Private
103,6418,2,0.5,Private
103,6439,2,1,Public
103,6447,2,1,Public
103,6449,3,1,Public
103,6451,2,0.5,Public
103,6460,3,0.5,Public
103,6532,1,0.5,Public
103,6543,5,3,Private
103,6548,2,0.5,Private
103,6554,3,1,Private
103,6556,1,0.5,Private
103,6578,4,2,Public
103,6586,4,2,Private
103,6605,1,0.5,Private
103,6621,1,0,Private
103,6629,1,0.5,Private
103,6636,1,0,Private
103,6647,1,1,Public
103,6680,7,4,Private
103,6691,3,2,Public
103,6701,3,1.5,Private
103,6738,2,1,Private
103,6741,2,0,Private
103,6745,4,2,Private
103,6747,3,1,Private
103,6754,5,3,Private
103,6776,7,2.5,Private
103,6806,3,1,Private
103,6808,2,0.5,Private
103,6811,1,1,Public
103,6815,3,2,Public
103,6819,3,2.5,Private
103,6828,4,2,Public
103,6834,4,2.5,Private
103,6844,3,0.5,Private
103,6850,7,4,Private
103,6854,5,3,Private
103,6862,1,0.5,Private
103,6864,4,1,Private
103,6891,7,3,Public
103,6895,7,5,Private
103,6926,4,2,Private
103,6944,12,8,Private
103,6946,7,3,Private
103,6951,3,1.5,Private
103,6979,2,0.5,Private
103,6993,14,9.5,Private
103,6997,2,2,Private
103,7002,2,1.5,Public
103,7027,5,1.5,Private
103,7038,2,1,Private
103,7041,1,0.5,Private
103,7043,2,1,Private
103,7053,3,2.5,Private
103,7065,1,0.5,Private
103,7069,7,5,Public
103,7073,2,1.5,Private
103,7087,4,1.5,Private
103,7096,2,1,Private
103,7106,6,4.5,Private
103,7115,2,0,Private
103,7117,4,1,Private
103,7139,1,0.5,Private
103,7141,5,2.5,Public
103,7142,1,1,Public
103,7158,3,1.5,Private
103,7165,4,2,Private
103,7193,3,1.5,Private
103,7217,5,4,Private
103,7230,5,3.5,Public
103,7238,6,1.5,Private
103,7248,2,0.5,Private
103,7286,4,2.5,Private
103,7306,2,1.5,Public
103,7312,4,3,Private
103,7327,4,1.5,Private
103,7348,2,0.5,Public
103,7351,4,1,Private
103,7353,4,3,Private
103,7364,6,4.5,Public
103,7365,6,2.5,Private
103,7375,1,0,Public
103,7417,1,0.5,Private
103,7431,5,2,Private
103,7441,5,2.5,Private
103,7448,2,1,Public
103,7450,9,6,Private
103,7464,2,0.5,Public
103,7467,4,3,Private
103,7483,1,0.5,Private
103,7498,2,0.5,Private
103,7510,6,3.5,Private
103,7520,2,0.5,Private
103,7528,8,5.5,Private
103,7530,1,0.5,Private
103,7559,9,5.5,Private
103,7577,4,3,Private
103,7587,3,1.5,Private
103,7591,2,0.5,Private
103,7593,6,3,Private
