state,region,typebldg,floor,room,wave,rep,radon,county
MA,1,1,0,4, 88, 3,0.470003629245736,BARNSTABLE          
MA,1,1,0,7, 92, 2,-0.223143551314210,BARNSTABLE          
MA,1,1,0,7, 49, 1,0.336472236621213,BARNSTABLE          
MA,1,1,0,4, 34, 4,1.82454929205105,BARNSTABLE          
MA,1,1,0,4, 42, 3,0.405465108108164,BARNSTABLE          
MA,1,1,0,4, 65, 2,0.53062825106217,BARNSTABLE          
MA,1,1,0,4, 71, 4,1.02961941718116,BARNSTABLE          
MA,1,1,0,4,  3, 3,-0.105360515657826,BARNSTABLE          
MA,1,1,1,3, 10, 1,-1.20397280432594,BARNSTABLE          
MA,1,1,0,4, 91, 1,1.84054963339749,BARNSTABLE          
MA,1,1,0,2, 89, 3,0.587786664902119,BARNSTABLE          
MA,1,1,0,4, 94, 5,0.741937344729377,BARNSTABLE          
MA,1,2,1,3, 57, 5,-0.510825623765991,BARNSTABLE          
MA,1,1,0,4, 97, 2,0.470003629245736,BARNSTABLE          
MA,1,1,0,4, 84, 4,0.53062825106217,BARNSTABLE          
MA,1,1,0,0, 25, 4,0.641853886172395,BARNSTABLE          
MA,1,1,0,0,103, 5,-0.356674943938732,BARNSTABLE          
MA,1,1,0,4,110, 4,0.095310179804325,BARNSTABLE          
MA,1,1,0,4,106, 1,1.16315080980568,BARNSTABLE          
MA,1,1,0,0,  9, 3,-0.105360515657826,BARNSTABLE          
MA,1,1,0,4, 21, 5,1.1314021114911,BARNSTABLE          
MA,1,1,0,4, 29, 3,0.336472236621213,BARNSTABLE          
MA,1,1,0,4, 57, 2,1.02961941718116,BARNSTABLE          
MA,1,1,0,7, 60, 1,0,BARNSTABLE          
MA,1,1,0,2, 86, 3,-0.510825623765991,BARNSTABLE          
MA,1,1,0,4, 81, 5,0.470003629245736,BARNSTABLE          
MA,1,1,0,4, 74, 2,0.53062825106217,BARNSTABLE          
MA,1,1,0,7, 25, 4,0.470003629245736,BARNSTABLE          
MA,1,1,0,0, 41, 4,-1.6094379124341,BARNSTABLE          
MA,1,1,0,4, 45, 3,-0.105360515657826,BARNSTABLE          
MA,1,1,0,4, 62, 5,-0.916290731874155,BARNSTABLE          
MA,1,1,0,4, 75, 3,0.78845736036427,BARNSTABLE          
MA,1,1,0,4, 81, 5,-0.510825623765991,BARNSTABLE          
MA,1,1,1,3, 57, 2,-2.99573227355399,BARNSTABLE          
MA,1,1,0,4, 95, 4,1.43508452528932,BARNSTABLE          
MA,1,1,0,4, 25, 5,-0.356674943938732,BARNSTABLE          
MA,1,1,0,4, 23, 5,-0.105360515657826,BARNSTABLE          
MA,1,1,0,4, 60, 4,0.587786664902119,BARNSTABLE          
MA,1,1,0,4, 43, 3,-0.356674943938732,BARNSTABLE          
MA,1,1,0,7, 44, 1,-0.223143551314210,BARNSTABLE          
MA,1,1,0,7, 62, 1,-0.693147180559945,BARNSTABLE          
MA,1,1,0,4, 68, 1,-0.223143551314210,BARNSTABLE          
MA,1,1,0,4, 61, 2,0.095310179804325,BARNSTABLE          
MA,1,1,0,4,  7, 1,0.641853886172395,BARNSTABLE          
MA,1,1,0,4, 28, 1,-0.223143551314210,BARNSTABLE          
MA,1,1,0,7, 40, 1,2.33214389523559,BARNSTABLE          
MA,1,2,0,7, 63, 5,-1.6094379124341,BARNSTABLE          
MA,1,1,0,4, 85, 5,0.182321556793955,BARNSTABLE          
MA,1,1,0,4, 64, 4,-0.223143551314210,BARNSTABLE          
MA,1,1,0,4,  4, 2,-0.223143551314210,BARNSTABLE          
MA,3,1,0,4, 67, 1,-0.356674943938732,BERKSHIRE           
MA,3,1,0,4, 30, 3,-0.693147180559945,BERKSHIRE           
MA,3,1,0,2, 47, 3,0.182321556793955,BERKSHIRE           
MA,3,1,0,0, 51, 5,-0.356674943938732,BERKSHIRE           
MA,3,1,0,4, 53, 3,2.18605127673809,BERKSHIRE           
MA,3,2,0,4, 66, 4,0.641853886172395,BERKSHIRE           
MA,3,1,0,4, 71, 2,1.09861228866811,BERKSHIRE           
MA,3,1,0,4, 72, 1,-0.510825623765991,BERKSHIRE           
MA,3,1,0,4, 79, 2,2.75366071235426,BERKSHIRE           
MA,3,2,0,4, 81, 3,0.405465108108164,BERKSHIRE           
MA,3,1,0,4, 62, 1,-0.223143551314210,BERKSHIRE           
MA,3,1,0,7, 99, 3,1.33500106673234,BERKSHIRE           
MA,3,1,0,4, 94, 4,-0.916290731874155,BERKSHIRE           
MA,3,1,0,4, 90, 3,-0.916290731874155,BERKSHIRE           
MA,3,1,0,4,109, 3,0.182321556793955,BERKSHIRE           
MA,3,0,9,0,  6, 2,-0.105360515657826,BERKSHIRE           
MA,3,0,9,0,  4, 2,-0.916290731874155,BERKSHIRE           
MA,3,0,9,0, 10, 2,-0.510825623765991,BERKSHIRE           
MA,3,1,0,4, 11, 1,-0.916290731874155,BERKSHIRE           
MA,3,0,9,0, 26, 2,2.25129179860650,BERKSHIRE           
MA,3,2,0,4, 68, 3,1.33500106673234,BERKSHIRE           
MA,3,1,0,4, 67, 3,0.641853886172395,BERKSHIRE           
MA,3,1,0,4,  4, 5,1.3609765531356,BERKSHIRE           
MA,3,1,0,4, 97, 1,1.70474809223843,BERKSHIRE           
MA,3,1,0,4, 78, 4,0.832909122935104,BERKSHIRE           
MA,3,1,0,4,102, 1,2.64617479738412,BERKSHIRE           
MA,3,1,0,2, 34, 1,-0.510825623765991,BERKSHIRE           
MA,3,1,0,4, 27, 4,0.470003629245736,BERKSHIRE           
MA,3,1,0,4, 38, 2,2.54160199346455,BERKSHIRE           
MA,3,1,0,4, 87, 5,1.06471073699243,BERKSHIRE           
MA,3,1,0,0, 95, 4,1.50407739677627,BERKSHIRE           
MA,3,1,0,7,  1, 4,-0.105360515657826,BERKSHIRE           
MA,3,1,0,4, 23, 2,0.741937344729377,BERKSHIRE           
MA,3,1,0,4, 38, 5,1.19392246847243,BERKSHIRE           
MA,3,1,0,4, 39, 5,0.832909122935104,BERKSHIRE           
MA,3,1,0,4,  5, 5,0.78845736036427,BERKSHIRE           
MA,3,2,2,5, 34, 3,-0.693147180559945,BERKSHIRE           
MA,3,1,1,1, 85, 5,-2.30258509299405,BERKSHIRE           
MA,3,1,0,7,110, 2,0.336472236621213,BERKSHIRE           
MA,3,1,0,0,103, 5,1.1314021114911,BERKSHIRE           
MA,3,1,0,4, 98, 4,-0.693147180559945,BERKSHIRE           
MA,3,1,0,4,109, 2,1.41098697371026,BERKSHIRE           
MA,3,1,0,4, 57, 4,0.993251773010283,BERKSHIRE           
MA,3,1,0,7, 85, 3,2.45100509811232,BERKSHIRE           
MA,3,1,0,4, 88, 5,0.405465108108164,BERKSHIRE           
MA,3,1,0,4, 95, 2,2.05412373369555,BERKSHIRE           
MA,3,1,0,4,101, 5,-0.105360515657826,BERKSHIRE           
MA,9,1,0,2, 22, 4,-0.105360515657826,BRISTOL             
MA,9,1,0,4, 72, 2,1.54756250871601,BRISTOL             
MA,9,1,0,4, 74, 5,0.587786664902119,BRISTOL             
MA,9,1,0,4, 79, 3,1.1314021114911,BRISTOL             
MA,9,1,0,2,103, 4,-0.223143551314210,BRISTOL             
MA,9,1,0,4,109, 1,0.955511445027436,BRISTOL             
MA,9,1,0,2, 10, 1,1.75785791755237,BRISTOL             
MA,9,2,0,4, 54, 1,-0.916290731874155,BRISTOL             
MA,9,1,0,4,109, 2,2.01490302054226,BRISTOL             
MA,9,1,0,4, 38, 1,1.41098697371026,BRISTOL             
MA,9,1,0,4, 32, 2,-2.99573227355399,BRISTOL             
MA,9,1,0,7, 50, 3,0.336472236621213,BRISTOL             
MA,9,1,0,4, 51, 5,-0.916290731874155,BRISTOL             
MA,9,1,0,4, 61, 4,0.993251773010283,BRISTOL             
MA,9,0,9,0, 80, 4,1.58923520511658,BRISTOL             
MA,9,1,0,4, 76, 1,1.68639895357023,BRISTOL             
MA,9,1,0,2,  7, 5,-0.223143551314210,BRISTOL             
MA,9,1,0,4,  6, 3,1.16315080980568,BRISTOL             
MA,9,1,0,2, 61, 5,1.77495235091167,BRISTOL             
MA,9,1,0,4, 93, 2,-0.356674943938732,BRISTOL             
MA,9,1,0,4,  3, 3,2.29253475714054,BRISTOL             
MA,9,2,0,4, 35, 1,-1.20397280432594,BRISTOL             
MA,9,1,0,4, 65, 4,-0.223143551314210,BRISTOL             
MA,9,2,0,4, 58, 4,1.88706964903238,BRISTOL             
MA,9,1,1,3, 97, 2,0.53062825106217,BRISTOL             
MA,9,1,0,4, 23, 2,0.470003629245736,BRISTOL             
MA,9,1,0,4, 30, 1,2.44234703536920,BRISTOL             
MA,9,1,0,4, 36, 1,-1.6094379124341,BRISTOL             
MA,9,1,0,4, 66, 2,1.22377543162212,BRISTOL             
MA,9,1,0,4, 69, 2,0.470003629245736,BRISTOL             
MA,9,1,0,4, 93, 3,-0.916290731874155,BRISTOL             
MA,9,1,0,4,  2, 5,0.955511445027436,BRISTOL             
MA,9,1,0,7, 48, 4,1.58923520511658,BRISTOL             
MA,9,0,9,0, 45, 2,0.405465108108164,BRISTOL             
MA,9,1,0,0, 50, 5,0.587786664902119,BRISTOL             
MA,9,1,0,4, 33, 4,2.12823170584927,BRISTOL             
MA,9,1,0,4, 84, 1,0.587786664902119,BRISTOL             
MA,9,1,0,4,  1, 4,0.470003629245736,BRISTOL             
MA,9,1,0,4, 27, 4,-0.916290731874155,BRISTOL             
MA,9,1,0,4, 36, 4,0.336472236621213,BRISTOL             
MA,9,1,0,4, 73, 3,-0.223143551314210,BRISTOL             
MA,9,1,0,1,102, 5,-0.223143551314210,BRISTOL             
MA,9,1,0,0, 98, 4,0.641853886172395,BRISTOL             
MA,9,1,0,4,  2, 5,0.955511445027436,BRISTOL             
MA,9,1,0,4,  5, 3,0.53062825106217,BRISTOL             
MA,9,1,0,0, 42, 2,-0.223143551314210,BRISTOL             
MA,9,2,0,4, 45, 3,0.8754687373539,BRISTOL             
MA,9,2,2,3, 53, 2,-0.693147180559945,BRISTOL             
MA,9,2,0,4, 61, 1,0.587786664902119,BRISTOL             
MA,9,0,9,0, 62, 4,0.336472236621213,BRISTOL             
MA,9,1,0,4, 83, 2,1.97408102602201,BRISTOL             
MA,9,1,0,0, 89, 4,0.587786664902119,BRISTOL             
MA,9,1,0,4,100, 5,0,BRISTOL             
MA,9,1,0,4,109, 1,1.43508452528932,BRISTOL             
MA,9,1,0,4, 26, 2,0.336472236621213,BRISTOL             
MA,9,1,0,4, 76, 1,2.27212588550934,BRISTOL             
MA,9,1,0,4, 92, 5,1.3609765531356,BRISTOL             
MA,9,1,0,4, 34, 1,-0.693147180559945,BRISTOL             
MA,9,1,0,4, 75, 2,0.53062825106217,BRISTOL             
MA,9,2,0,4, 84, 2,0.587786664902119,BRISTOL             
MA,9,0,0,4, 84, 5,0.405465108108164,BRISTOL             
MA,9,1,0,4, 40, 2,1.33500106673234,BRISTOL             
MA,9,1,0,4, 48, 4,-0.693147180559945,BRISTOL             
MA,9,1,0,4, 52, 1,0.693147180559945,BRISTOL             
MA,9,1,0,4, 78, 3,1.30833281965018,BRISTOL             
MA,9,1,0,4, 21, 3,0.336472236621213,BRISTOL             
MA,9,1,0,4, 98, 4,2.10413415427021,BRISTOL             
MA,9,1,0,4,105, 5,0.955511445027436,BRISTOL             
MA,9,1,0,4,  5, 3,0.741937344729377,BRISTOL             
MA,9,1,0,2, 33, 3,0.336472236621213,BRISTOL             
MA,9,1,0,2, 32, 5,-0.693147180559945,BRISTOL             
MA,9,1,0,4, 40, 2,-0.105360515657826,BRISTOL             
MA,9,0,9,0, 67, 5,0.587786664902119,BRISTOL             
MA,9,1,0,4, 63, 1,-0.510825623765991,BRISTOL             
MA,9,1,0,0, 70, 2,0.405465108108164,BRISTOL             
MA,9,1,0,2, 75, 4,-0.510825623765991,BRISTOL             
MA,9,1,1,1, 27, 2,-2.99573227355399,BRISTOL             
MA,9,1,0,4, 27, 3,0.8754687373539,BRISTOL             
MA,9,0,9,0, 32, 1,0.641853886172395,BRISTOL             
MA,9,1,0,4, 60, 4,-0.105360515657826,BRISTOL             
MA,9,1,0,4, 61, 5,0.587786664902119,BRISTOL             
MA,9,1,1,3,  4, 2,-1.6094379124341,BRISTOL             
MA,9,1,0,4, 27, 4,1.38629436111989,BRISTOL             
MA,9,1,0,2, 44, 3,-0.356674943938732,BRISTOL             
MA,9,1,0,2, 78, 3,1.06471073699243,BRISTOL             
MA,9,1,0,4, 86, 5,-0.693147180559945,BRISTOL             
MA,9,1,0,4,105, 1,-0.356674943938732,BRISTOL             
MA,9,1,0,0, 24, 5,1.6094379124341,BRISTOL             
MA,9,1,1,1, 53, 2,-0.356674943938732,BRISTOL             
MA,9,1,0,2, 42, 5,-0.693147180559945,BRISTOL             
MA,9,1,0,7, 49, 1,1.66770682055808,BRISTOL             
MA,9,1,0,4, 64, 5,3.3603753871419,BRISTOL             
MA,9,1,0,4, 96, 2,1.16315080980568,BRISTOL             
MA,9,1,0,4, 10, 2,1.48160454092422,BRISTOL             
MA,9,1,0,4, 23, 4,-0.105360515657826,BRISTOL             
MA,9,1,0,4, 39, 3,1.25276296849537,BRISTOL             
MA,9,1,0,4, 52, 3,0,BRISTOL             
MA,9,1,1,1, 57, 2,0,BRISTOL             
MA,9,1,0,7, 53, 1,-0.916290731874155,BRISTOL             
MA,9,2,1,3, 78, 1,-0.105360515657826,BRISTOL             
MA,9,1,0,2, 84, 2,0.641853886172395,BRISTOL             
MA,9,1,0,0, 43, 3,2.10413415427021,BRISTOL             
MA,9,1,0,4, 23, 2,2.35137525716348,BRISTOL             
MA,9,1,0,2, 34, 4,-0.105360515657826,BRISTOL             
MA,9,1,0,4, 62, 1,0.641853886172395,BRISTOL             
MA,9,1,0,4, 63, 4,0.741937344729377,BRISTOL             
MA,9,1,0,4, 65, 3,0,BRISTOL             
MA,9,1,0,4, 89, 1,1.56861591791385,BRISTOL             
MA,9,1,0,4, 27, 2,1.25276296849537,BRISTOL             
MA,9,1,0,0,109, 5,0.182321556793955,BRISTOL             
MA,9,0,9,0,  2, 4,-0.510825623765991,BRISTOL             
MA,9,1,0,4, 63, 3,0.336472236621213,BRISTOL             
MA,9,1,0,4, 61, 2,0.693147180559945,BRISTOL             
MA,9,1,0,4,  9, 2,1.93152141160321,BRISTOL             
MA,1,1,0,7, 29, 2,2.9704144655697,DUKES               
MA,1,0,9,0, 33, 5,-0.105360515657826,DUKES               
MA,1,1,0,4, 32, 1,0.336472236621213,DUKES               
MA,1,1,1,3, 21, 3,-2.99573227355399,DUKES               
MA,1,0,9,0, 45, 4,0,DUKES               
MA,1,1,0,0, 51, 4,1.41098697371026,DUKES               
MA,7,1,0,4, 23, 1,2.72785282839839,ESSEX               
MA,7,0,9,0, 41, 1,0.8754687373539,ESSEX               
MA,7,1,0,4, 39, 3,2.05412373369555,ESSEX               
MA,7,2,1,3, 58, 5,-1.6094379124341,ESSEX               
MA,7,1,0,4, 56, 2,0.741937344729377,ESSEX               
MA,7,0,9,0, 76, 2,2.45100509811232,ESSEX               
MA,7,1,0,4, 90, 5,2.98568193770049,ESSEX               
MA,7,1,0,4, 98, 4,0.955511445027436,ESSEX               
MA,7,1,0,4,100, 5,0.693147180559945,ESSEX               
MA,7,1,0,4, 80, 4,1.80828877117927,ESSEX               
MA,7,1,0,2,105, 4,-0.223143551314210,ESSEX               
MA,7,1,0,4,  5, 5,0.916290731874155,ESSEX               
MA,7,1,0,4, 10, 1,1.1314021114911,ESSEX               
MA,7,1,0,7, 21, 4,1.64865862558738,ESSEX               
MA,7,1,0,4, 46, 3,0.587786664902119,ESSEX               
MA,7,2,0,4, 52, 1,0.095310179804325,ESSEX               
MA,7,1,0,4, 69, 3,-0.105360515657826,ESSEX               
MA,7,1,0,4, 74, 3,1.66770682055808,ESSEX               
MA,7,1,0,4, 62, 2,1.02961941718116,ESSEX               
MA,7,2,1,3, 10, 3,-0.510825623765991,ESSEX               
MA,7,1,1,3,  2, 4,-0.356674943938732,ESSEX               
MA,7,1,0,4,  9, 1,1.3609765531356,ESSEX               
MA,7,1,0,4, 22, 2,1.22377543162212,ESSEX               
MA,7,1,0,2, 22, 5,0.470003629245736,ESSEX               
MA,7,1,0,2, 49, 3,0.693147180559945,ESSEX               
MA,7,1,0,2, 97, 1,0.78845736036427,ESSEX               
MA,7,1,0,4, 68, 5,1.22377543162212,ESSEX               
MA,7,2,0,4, 45, 2,1.38629436111989,ESSEX               
MA,7,1,0,4, 72, 3,-0.916290731874155,ESSEX               
MA,7,2,0,4, 83, 1,0.78845736036427,ESSEX               
MA,7,1,0,4,100, 5,0.693147180559945,ESSEX               
MA,7,1,0,4,102, 5,-0.693147180559945,ESSEX               
MA,7,1,0,4, 79, 3,1.82454929205105,ESSEX               
MA,7,2,0,7, 95, 2,0.693147180559945,ESSEX               
MA,7,1,0,4,104, 1,1.6094379124341,ESSEX               
MA,7,1,0,4, 30, 1,0.095310179804325,ESSEX               
MA,7,1,0,2, 59, 1,-1.6094379124341,ESSEX               
MA,7,1,0,4, 52, 4,0.78845736036427,ESSEX               
MA,7,1,0,0, 64, 3,2.62466859216316,ESSEX               
MA,7,1,0,4, 60, 3,-0.105360515657826,ESSEX               
MA,7,1,0,4, 82, 3,0.993251773010283,ESSEX               
MA,7,1,0,4, 91, 2,0.641853886172395,ESSEX               
MA,7,2,0,7, 99, 2,0.693147180559945,ESSEX               
MA,7,1,0,1, 91, 1,1.09861228866811,ESSEX               
MA,7,2,0,1, 46, 4,-0.916290731874155,ESSEX               
MA,7,1,0,4, 57, 3,1.48160454092422,ESSEX               
MA,7,1,0,7, 53, 3,2.04122032885964,ESSEX               
MA,7,1,0,2, 97, 2,0.182321556793955,ESSEX               
MA,7,2,1,3,100, 1,-1.20397280432594,ESSEX               
MA,7,1,0,4,  9, 2,0.693147180559945,ESSEX               
MA,7,1,0,2, 31, 1,-0.510825623765991,ESSEX               
MA,7,1,2,1, 82, 2,0.993251773010283,ESSEX               
MA,7,2,0,4, 26, 4,0.405465108108164,ESSEX               
MA,7,1,0,2, 70, 2,1.41098697371026,ESSEX               
MA,7,2,0,4, 83, 2,1.43508452528932,ESSEX               
MA,7,1,0,4, 89, 4,1.3609765531356,ESSEX               
MA,7,1,0,4,104, 3,0.693147180559945,ESSEX               
MA,7,1,0,4, 24, 4,2.54944517092557,ESSEX               
MA,7,2,0,0, 29, 1,1.45861502269952,ESSEX               
MA,7,0,9,0, 32, 3,1.19392246847243,ESSEX               
MA,7,1,0,0, 31, 5,2.15176220325946,ESSEX               
MA,7,1,0,2, 43, 1,1.74046617484050,ESSEX               
MA,7,1,0,4, 64, 5,0.336472236621213,ESSEX               
MA,7,1,0,4, 64, 2,2.81540871942271,ESSEX               
MA,7,1,0,4, 93, 3,2.26176309847379,ESSEX               
MA,7,1,0,4,  6, 4,-0.105360515657826,ESSEX               
MA,7,1,0,4,  8, 1,0.095310179804325,ESSEX               
MA,7,1,0,4, 81, 3,-1.20397280432594,ESSEX               
MA,7,1,0,2, 83, 5,0.741937344729377,ESSEX               
MA,7,0,9,0,  4, 2,1.38629436111989,ESSEX               
MA,7,1,0,0, 28, 3,0.641853886172395,ESSEX               
MA,7,1,0,4, 34, 2,1.09861228866811,ESSEX               
MA,7,1,0,2, 47, 3,0.182321556793955,ESSEX               
MA,7,1,0,7, 63, 3,0.916290731874155,ESSEX               
MA,7,1,0,2, 34, 1,0.095310179804325,ESSEX               
MA,7,2,0,4, 32, 2,-0.356674943938732,ESSEX               
MA,7,2,0,4, 82, 5,0.470003629245736,ESSEX               
MA,7,2,0,4, 97, 3,-1.6094379124341,ESSEX               
MA,7,1,0,4, 68, 2,0.741937344729377,ESSEX               
MA,7,1,0,2,105, 2,1.16315080980568,ESSEX               
MA,7,1,0,4, 80, 5,0.641853886172395,ESSEX               
MA,7,1,0,7, 99, 3,2.33214389523559,ESSEX               
MA,7,0,9,0,105, 5,2.11625551480255,ESSEX               
MA,7,1,0,1,109, 1,0.262364264467491,ESSEX               
MA,7,1,0,2, 93, 2,1.70474809223843,ESSEX               
MA,7,1,0,4, 69, 1,0.182321556793955,ESSEX               
MA,7,1,0,4, 86, 5,0.641853886172395,ESSEX               
MA,7,1,0,4,  2, 5,0.641853886172395,ESSEX               
MA,7,2,1,2,  3, 1,-1.6094379124341,ESSEX               
MA,7,1,0,4, 28, 3,1.16315080980568,ESSEX               
MA,7,1,0,7, 33, 1,1.28093384546206,ESSEX               
MA,7,1,1,1, 44, 5,-0.105360515657826,ESSEX               
MA,7,1,0,4, 39, 1,2.26176309847379,ESSEX               
MA,7,1,0,4, 57, 4,-0.693147180559945,ESSEX               
MA,7,1,0,4, 49, 1,1.28093384546206,ESSEX               
MA,7,1,0,0, 63, 4,0.832909122935104,ESSEX               
MA,7,1,0,4, 65, 3,0.470003629245736,ESSEX               
MA,7,1,0,4, 86, 3,2.64617479738412,ESSEX               
MA,7,1,0,4, 71, 4,1.02961941718116,ESSEX               
MA,7,1,0,4,110, 2,1.50407739677627,ESSEX               
MA,7,1,0,4, 11, 2,0.405465108108164,ESSEX               
MA,7,1,1,1,  2, 5,0.405465108108164,ESSEX               
MA,7,1,0,4, 30, 4,-2.30258509299405,ESSEX               
MA,7,1,0,5, 72, 1,1.25276296849537,ESSEX               
MA,7,1,0,4, 85, 3,3.06805293513362,ESSEX               
MA,7,1,0,4,105, 2,2.61739583283408,ESSEX               
MA,7,0,9,0, 80, 3,0.336472236621213,ESSEX               
MA,7,1,0,2, 40, 2,0.095310179804325,ESSEX               
MA,7,1,0,4, 41, 2,0.693147180559945,ESSEX               
MA,7,1,0,7, 54, 4,0.741937344729377,ESSEX               
MA,7,1,0,0, 68, 5,-0.510825623765991,ESSEX               
MA,7,1,0,4, 77, 1,2.05412373369555,ESSEX               
MA,7,1,0,4, 52, 5,1.41098697371026,ESSEX               
MA,7,1,0,4, 84, 5,0.78845736036427,ESSEX               
MA,7,1,0,4, 87, 5,1.66770682055808,ESSEX               
MA,7,1,0,7, 99, 4,0.641853886172395,ESSEX               
MA,7,2,0,1,101, 3,2.34180580614733,ESSEX               
MA,7,1,1,0, 92, 2,1.48160454092422,ESSEX               
MA,7,1,0,4,105, 1,1.02961941718116,ESSEX               
MA,7,1,1,1,104, 4,-0.105360515657826,ESSEX               
MA,7,1,0,1,  3, 3,2.05412373369555,ESSEX               
MA,7,1,0,4, 27, 3,1.3609765531356,ESSEX               
MA,7,1,0,0, 33, 5,1.19392246847243,ESSEX               
MA,7,1,0,4, 34, 3,1.43508452528932,ESSEX               
MA,7,2,0,4, 56, 3,1.38629436111989,ESSEX               
MA,7,1,0,4, 55, 4,2.78501124223834,ESSEX               
MA,7,1,0,4, 55, 2,1.38629436111989,ESSEX               
MA,7,1,0,0, 70, 3,1.87180217690159,ESSEX               
MA,7,1,0,4, 75, 5,1.06471073699243,ESSEX               
MA,7,1,0,4, 90, 4,2.61006979274201,ESSEX               
MA,7,1,0,4, 27, 5,-0.693147180559945,ESSEX               
MA,7,1,0,4, 38, 3,0.095310179804325,ESSEX               
MA,7,1,0,4,110, 1,1.41098697371026,ESSEX               
MA,7,1,0,4,  3, 3,-0.356674943938732,ESSEX               
MA,7,1,0,4,  9, 4,2.05412373369555,ESSEX               
MA,7,1,0,2, 50, 2,1.50407739677627,ESSEX               
MA,7,1,0,4, 80, 2,1.74046617484050,ESSEX               
MA,7,1,0,2, 22, 1,1.56861591791385,ESSEX               
MA,7,1,0,4, 46, 4,1.74046617484050,ESSEX               
MA,7,1,0,4, 59, 3,3.958906591327,ESSEX               
MA,7,1,0,4, 65, 2,0.741937344729377,ESSEX               
MA,7,1,0,4, 37, 2,0.53062825106217,ESSEX               
MA,7,1,0,4, 35, 3,0.470003629245736,ESSEX               
MA,7,2,1,2, 44, 4,-0.693147180559945,ESSEX               
MA,7,0,9,0, 33, 4,-0.356674943938732,ESSEX               
MA,7,1,0,2, 47, 2,0.641853886172395,ESSEX               
MA,7,1,0,7, 68, 3,1.56861591791385,ESSEX               
MA,7,1,0,4, 58, 2,1.77495235091167,ESSEX               
MA,7,2,0,4, 59, 5,-0.223143551314210,ESSEX               
MA,7,1,0,4, 78, 5,2.32238772029023,ESSEX               
MA,7,1,0,7, 96, 3,-2.30258509299405,ESSEX               
MA,7,0,9,0,  7, 5,0.405465108108164,ESSEX               
MA,7,1,0,0, 23, 4,-0.105360515657826,ESSEX               
MA,7,2,0,4, 51, 2,1.68639895357023,ESSEX               
MA,7,5,0,4, 25, 4,1.6094379124341,ESSEX               
MA,7,1,0,0, 35, 2,1.56861591791385,ESSEX               
MA,7,1,0,0, 54, 4,1.85629799036563,ESSEX               
MA,7,1,0,4, 53, 5,0.693147180559945,ESSEX               
MA,7,1,0,4, 74, 5,1.16315080980568,ESSEX               
MA,7,1,0,2, 45, 1,0.741937344729377,ESSEX               
MA,7,2,0,4, 86, 3,1.28093384546206,ESSEX               
MA,7,1,1,7, 60, 5,-2.30258509299405,ESSEX               
MA,7,1,0,4, 26, 5,1.09861228866811,ESSEX               
MA,7,2,0,4, 91, 5,2.04122032885964,ESSEX               
MA,7,1,0,4, 92, 2,-2.30258509299405,ESSEX               
MA,7,1,0,4, 22, 4,1.30833281965018,ESSEX               
MA,7,1,0,2, 35, 4,1.41098697371026,ESSEX               
MA,7,0,9,0, 24, 5,0.641853886172395,ESSEX               
MA,7,1,0,4, 51, 1,1.87180217690159,ESSEX               
MA,7,1,0,4, 42, 2,-0.105360515657826,ESSEX               
MA,7,1,0,4, 57, 2,2.49320545260270,ESSEX               
MA,7,1,0,0, 33, 1,0,ESSEX               
MA,7,1,0,4, 76, 4,1.52605630349505,ESSEX               
MA,7,1,0,4, 84, 2,1.25276296849537,ESSEX               
MA,7,1,0,4,109, 3,1.75785791755237,ESSEX               
MA,7,1,0,1,  8, 2,0.405465108108164,ESSEX               
MA,7,1,0,4, 21, 3,1.33500106673234,ESSEX               
MA,7,1,0,4, 61, 5,0.182321556793955,ESSEX               
MA,7,1,0,4, 67, 3,1.02961941718116,ESSEX               
MA,7,5,1,3, 35, 5,-1.6094379124341,ESSEX               
MA,7,2,0,4, 60, 2,-0.356674943938732,ESSEX               
MA,7,1,0,4, 67, 5,1.52605630349505,ESSEX               
MA,7,1,0,4, 25, 3,1.1314021114911,ESSEX               
MA,7,1,0,2, 76, 3,1.02961941718116,ESSEX               
MA,7,1,0,4, 78, 5,0.336472236621213,ESSEX               
MA,7,1,0,4, 83, 5,1.02961941718116,ESSEX               
MA,7,1,0,2, 74, 2,0.336472236621213,ESSEX               
MA,7,1,0,4, 94, 1,0.262364264467491,ESSEX               
MA,7,1,0,4, 99, 1,0.182321556793955,ESSEX               
MA,7,2,0,1, 31, 3,1.97408102602201,ESSEX               
MA,7,1,0,4, 41, 4,2.28238238567653,ESSEX               
MA,7,1,0,4, 48, 2,0.693147180559945,ESSEX               
MA,7,1,0,4,101, 3,1.56861591791385,ESSEX               
MA,7,1,0,4,  7, 4,1.48160454092422,ESSEX               
MA,7,1,0,4, 68, 3,-0.916290731874155,ESSEX               
MA,7,0,9,0, 87, 1,1.79175946922805,ESSEX               
MA,7,1,0,0, 91, 5,1.52605630349505,ESSEX               
MA,7,1,0,4, 79, 4,1.97408102602201,ESSEX               
MA,7,1,0,4, 98, 1,0.53062825106217,ESSEX               
MA,7,1,0,4, 91, 4,1.82454929205105,ESSEX               
MA,7,1,1,2,  7, 3,-0.693147180559945,ESSEX               
MA,2,1,0,4, 42, 5,0.993251773010283,FRANKLIN            
MA,2,1,0,4, 73, 4,-0.223143551314210,FRANKLIN            
MA,2,1,0,4, 32, 1,0.641853886172395,FRANKLIN            
MA,2,1,0,4, 68, 5,0.182321556793955,FRANKLIN            
