"switch","arsenic","unsafe","distance","x","y","community","education"
TRUE,248,TRUE,2717.30003356934,260013.875,2632396.5,0,0
FALSE,29,FALSE,3823.30017089844,260002.03125,2632399.5,0,0
TRUE,63,TRUE,4903.40003967285,259996.125,2632382,0,10
TRUE,113,TRUE,4116.50009155273,260011.296875,2632374.25,0,0
TRUE,107,TRUE,13532.0007324219,259437.59375,2632130.25,1,0
FALSE,71,TRUE,3777.79998779297,259339.4375,2632135.5,0,7
FALSE,44,FALSE,1297.50003814697,259300.015625,2632165.75,0,0
TRUE,112,TRUE,377.900004386902,259298.625,2632154.25,1,8
TRUE,92,TRUE,2727.59990692139,259274.453125,2632172,0,0
FALSE,53,TRUE,4916.89987182617,259248.0625,2632168.75,0,0
FALSE,58,TRUE,5072.39990234375,259244.890625,2632162.5,1,0
FALSE,38,FALSE,5114.8998260498,259253.234375,2632183.5,0,12
TRUE,131,TRUE,2621.69990539551,259171.53125,2632155.75,0,12
TRUE,149,TRUE,2091.39995574951,259180.078125,2632168.75,0,12
TRUE,209,TRUE,1123.60000610352,259169.765625,2632171.5,0,0
TRUE,67,TRUE,1056.49995803833,259173,2632183,1,5
FALSE,23,FALSE,1273.99997711182,259171.078125,2632190,0,0
FALSE,37,FALSE,220.900011062622,259160.5625,2632180.5,1,0
TRUE,86,TRUE,331.200003623962,259144.21875,2632179.25,0,5
TRUE,64,TRUE,3571.50001525879,259111.734375,2632177.5,0,10
TRUE,144,TRUE,5229.19998168945,259107.28125,2632145,0,0
FALSE,152,TRUE,6014.59999084473,259107.265625,2632133.75,0,5
TRUE,127,TRUE,4446.09985351562,259156.40625,2632135,0,0
FALSE,217,TRUE,7002.20031738281,259163.984375,2632110.5,1,0
FALSE,173,TRUE,9580.79986572266,259028.4375,2632104.25,0,5
TRUE,193,TRUE,12176.3999938965,259024.453125,2632130.75,0,9
TRUE,220,TRUE,12756.6001892090,259002.28125,2632126.5,0,5
TRUE,160,TRUE,12015.2999877930,259032.96875,2632142,0,8
TRUE,162,TRUE,10119.0002441406,259052.703125,2632143,0,8
TRUE,165,TRUE,6621.49963378906,259077.015625,2632082.75,0,0
FALSE,81,TRUE,5497.29995727539,259065.96875,2632072.25,1,0
FALSE,37,FALSE,4088.19999694824,259073.203125,2632057.75,1,7
FALSE,186,TRUE,7321.49963378906,259023.875,2632075.5,0,5
FALSE,193,TRUE,3336.60011291504,259924.453125,2631944.25,1,5
TRUE,155,TRUE,5145.80001831055,259902.03125,2631934.75,0,0
TRUE,190,TRUE,8731.40029907227,259867.609375,2631908,0,5
FALSE,406,TRUE,9530.89981079102,259729.265625,2631897.5,0,5
TRUE,403,TRUE,12809.5001220703,259796.375,2631865.75,1,3
TRUE,156,TRUE,10977.7000427246,259767.71875,2631880.25,0,10
FALSE,253,TRUE,13857.8994750977,259814.5,2631934,0,0
FALSE,341,TRUE,16226.4007568359,259789.359375,2631935,0,0
FALSE,221,TRUE,15578.5995483398,259773.3125,2631940.25,0,0
FALSE,292,TRUE,10565.1000976562,259744.421875,2631899.25,0,5
FALSE,206,TRUE,9396.19979858398,259733.4375,2631893,0,5
TRUE,305,TRUE,8644.69985961914,259757.046875,2631851.75,0,5
TRUE,389,TRUE,7210.19973754883,259725.9375,2631871,0,5
TRUE,288,TRUE,5554.8999786377,259720.53125,2631852.75,0,0
FALSE,139,TRUE,4969.59991455078,259724.953125,2631833,0,0
TRUE,207,TRUE,4551.10015869141,259704.75,2631854,0,10
FALSE,146,TRUE,5058.20007324219,259706.53125,2631859,0,0
TRUE,199,TRUE,9417.0997619629,259707.828125,2631906.5,0,0
TRUE,151,TRUE,8120.60012817383,259717.546875,2631888,0,5
FALSE,323,TRUE,9577.10037231445,259727.421875,2631899.25,0,5
TRUE,421,TRUE,7650.80032348633,259690.09375,2631892.75,0,5
TRUE,249,TRUE,5663.80004882812,259682.640625,2631873.75,0,5
TRUE,78,TRUE,3898.19984436035,259695.359375,2631852,1,0
TRUE,232,TRUE,3083.69998931885,259669.453125,2631847,0,0
TRUE,143,TRUE,6071.90017700195,259662.625,2631876,0,7
TRUE,171,TRUE,2960.09998321533,259669.421875,2631845.75,0,0
TRUE,199,TRUE,7713.50021362305,259666.3125,2631893.5,0,5
TRUE,248,TRUE,9509.9998474121,259680.390625,2631912.25,0,0
TRUE,361,TRUE,8952.70004272461,259614.671875,2631946.5,1,5
TRUE,263,TRUE,6660.9001159668,259585.609375,2631935.5,0,0
TRUE,429,TRUE,5039.30015563965,259557.34375,2631922.5,1,10
TRUE,186,TRUE,1623.99997711182,259559.328125,2631888.25,1,9
TRUE,388,TRUE,4972.10006713867,259606.25,2631899.25,0,0
TRUE,304,TRUE,7252.99987792969,259636.984375,2631877.25,1,0
TRUE,336,TRUE,2567.70000457764,259697.9375,2631833.25,1,10
TRUE,344,TRUE,802.400016784668,259684,2631812.25,1,10
FALSE,138,TRUE,6367.90008544922,259612.0625,2631830,0,5
FALSE,190,TRUE,5331.4998626709,259583.046875,2631822.25,0,10
TRUE,279,TRUE,4597.80006408691,259561.53125,2631826.5,0,0
TRUE,373,TRUE,6961.79962158203,259562.15625,2631802.75,0,10
TRUE,204,TRUE,7221.70028686523,259553.796875,2631800.75,0,0
TRUE,209,TRUE,5555.19981384277,259546.796875,2631819,0,0
TRUE,263,TRUE,8137.89978027344,259543.296875,2631793.25,1,0
TRUE,330,TRUE,8113.20037841797,259523.546875,2631801.25,1,0
TRUE,325,TRUE,5170.89996337891,259525.65625,2631836,0,6
TRUE,153,TRUE,5577.89993286133,259520.046875,2631836.25,0,5
TRUE,260,TRUE,2697.29995727539,259535.65625,2631875.5,0,5
TRUE,315,TRUE,2940.60001373291,259534.390625,2631881.25,0,5
TRUE,200,TRUE,2821.50001525879,259547.734375,2631896.5,0,0
TRUE,282,TRUE,7196.09985351562,259526.109375,2631934.5,1,0
TRUE,368,TRUE,7293.1999206543,259535.71875,2631940.25,0,0
TRUE,256,TRUE,7552.60009765625,259510.859375,2631927.5,0,0
TRUE,151,TRUE,2908.09993743896,259661.25,2631793.25,0,0
FALSE,362,TRUE,4506.99996948242,259678.234375,2631772.25,0,0
TRUE,525,TRUE,8068.00003051758,259607.953125,2631777,0,0
TRUE,159,TRUE,9694.00024414062,259506.59375,2631793.25,0,0
TRUE,221,TRUE,11532.7003479004,259453.40625,2631834.75,0,0
TRUE,242,TRUE,10854.6997070312,259440.65625,2631834,0,3
TRUE,236,TRUE,8693.6996459961,259442.515625,2631874.25,0,0
TRUE,209,TRUE,10683.0001831055,259457.296875,2631853.5,0,4
TRUE,122,TRUE,9414.19982910156,259468.328125,2631873.25,0,0
TRUE,343,TRUE,7989.80026245117,259486.265625,2631848.25,0,0
TRUE,393,TRUE,8189.60037231445,259487.796875,2631838.75,1,0
FALSE,493,TRUE,5495.99990844727,259509.046875,2631859.5,0,0
TRUE,191,TRUE,4661.00006103516,259516.296875,2631866,0,0
TRUE,233,TRUE,6807.39974975586,259503.71875,2631906.75,0,0
TRUE,218,TRUE,10239.8002624512,259496.46875,2631950.75,0,0
TRUE,477,TRUE,10736.9003295898,259467.8125,2631934.25,1,0
TRUE,379,TRUE,8488.40026855469,259437.828125,2631950.5,0,0
TRUE,348,TRUE,8489.0998840332,259430.703125,2631961.5,0,0
FALSE,302,TRUE,5868.29986572266,259418.609375,2631929.5,0,0
TRUE,271,TRUE,6831.40029907227,259431.546875,2631909.75,1,7
TRUE,234,TRUE,3878.09982299805,259388.921875,2631881,0,0
TRUE,315,TRUE,8175.80032348633,259416.921875,2631848.5,1,0
TRUE,256,TRUE,10295.3002929688,259396.28125,2631812.5,1,5
TRUE,334,TRUE,10748.0003356934,259379.296875,2631803.75,0,12
TRUE,232,TRUE,12009.4001770020,259424.734375,2631807,1,10
TRUE,362,TRUE,13500,259431.65625,2631793.75,1,10
TRUE,102,TRUE,7177.30026245117,259383.5,2631841.25,0,0
TRUE,326,TRUE,3319.69985961914,259383.046875,2631936.75,1,0
TRUE,161,TRUE,4701.20010375977,259390.71875,2631948.25,1,7
TRUE,116,TRUE,6036.19995117188,259399.375,2631958.5,1,0
FALSE,101,TRUE,12884.8999023438,259408.75,2632072.25,1,0
FALSE,67,TRUE,14407.0999145508,259436.609375,2632091.75,1,9
FALSE,317,TRUE,11042.5003051758,259364.046875,2632020.5,0,5
FALSE,244,TRUE,11300.9002685547,259355.921875,2632022.75,1,0
FALSE,226,TRUE,7897.59979248047,259378.453125,2631987.5,0,7
TRUE,165,TRUE,5293.00003051758,259367.671875,2631962.75,1,7
TRUE,386,TRUE,1400.50001144409,259349.5,2631912.75,0,5
TRUE,332,TRUE,1847.69992828369,259345.46875,2631915.25,1,5
TRUE,352,TRUE,5975.69999694824,259316.421875,2631947.25,0,12
TRUE,319,TRUE,6195.70007324219,259293.390625,2631931.5,0,0
TRUE,278,TRUE,7627.50015258789,259340.9375,2631837,1,0
TRUE,342,TRUE,6606.40029907227,259327.46875,2631854.5,1,10
TRUE,166,TRUE,6031.20002746582,259313.203125,2631876.25,0,0
TRUE,335,TRUE,7492.09976196289,259296.546875,2631875.75,0,9
TRUE,309,TRUE,7383.8996887207,259288.375,2631874.5,0,0
TRUE,359,TRUE,6117.20008850098,259261.5,2631873.5,0,0
TRUE,388,TRUE,1080.90000152588,259250.140625,2631824.25,1,0
TRUE,294,TRUE,6590.29998779297,259221.3125,2631889.25,1,10
TRUE,95,TRUE,3452.79998779297,259240.171875,2631919.25,1,5
TRUE,10,FALSE,3569.10018920898,259242.53125,2631918.5,1,6
TRUE,359,TRUE,3170.99990844727,259204.59375,2631946.25,1,14
TRUE,11,FALSE,6173.19984436035,259178.96875,2631928.5,1,14
TRUE,260,TRUE,6390.90003967285,259172.265625,2631944,0,9
TRUE,324,TRUE,7484.89990234375,259160.984375,2631960.75,0,9
TRUE,332,TRUE,8155.50003051758,259145.484375,2631958.5,0,0
TRUE,326,TRUE,6643.6996459961,259130.359375,2631958.75,0,5
TRUE,404,TRUE,5907.30018615723,259122.984375,2631965,0,0
TRUE,128,TRUE,7408.79974365234,259144.34375,2631921,0,5
TRUE,327,TRUE,6045.89996337891,259120.171875,2631939.5,0,0
TRUE,340,TRUE,4348.50006103516,259105.90625,2631950.25,0,0
TRUE,291,TRUE,11644.1001892090,258947.59375,2631965.25,0,5
TRUE,148,TRUE,8487.40005493164,258979.21875,2631966,0,10
TRUE,435,TRUE,6229.19998168945,259009.5625,2631992.25,0,0
TRUE,187,TRUE,7010.29968261719,258996.28125,2631980,0,5
TRUE,301,TRUE,6056.10008239746,259003.4375,2631961,0,5
FALSE,305,TRUE,4521.20018005371,259021.390625,2631946.75,0,0
TRUE,262,TRUE,4969.80018615723,259024.546875,2631993.5,0,10
TRUE,326,TRUE,3244.90013122559,259055.109375,2631930.75,0,12
TRUE,192,TRUE,4701.90010070801,259084.671875,2631919.75,1,0
TRUE,344,TRUE,6261.89994812012,259112.234375,2631922,0,5
TRUE,257,TRUE,3017.90008544922,259107.71875,2631885.75,0,8
TRUE,297,TRUE,4764.69993591309,259092.671875,2631900.25,1,9
FALSE,295,TRUE,5209.89990234375,259097.109375,2631921.75,1,9
TRUE,228,TRUE,9507.39974975586,259015.90625,2631872.5,0,5
TRUE,317,TRUE,8070.30029296875,259024.203125,2631891.75,0,14
TRUE,369,TRUE,8042.7001953125,258899.28125,2631972.5,0,5
FALSE,308,TRUE,8158.30001831055,258832.59375,2631917.75,1,5
TRUE,286,TRUE,4733.90007019043,258868.5625,2631985,1,5
TRUE,274,TRUE,7495.20034790039,258875.546875,2631945,1,6
TRUE,209,TRUE,5124.30000305176,258871.5625,2631981.75,1,5
FALSE,195,TRUE,4495.00007629395,258843.3125,2631958.5,1,5
TRUE,178,TRUE,2971.40007019043,258799.65625,2631980.75,0,0
FALSE,220,TRUE,4555.40008544922,258868.796875,2631999.25,0,5
TRUE,171,TRUE,3155.50003051758,258853.953125,2632006,0,5
FALSE,386,TRUE,5822.39990234375,258874.515625,2632026.5,0,0
TRUE,345,TRUE,4083.49990844727,258850.09375,2632029.5,0,6
TRUE,397,TRUE,4784.60006713867,258848.90625,2632039.25,0,7
TRUE,192,TRUE,2026.39999389648,258831.03125,2632017.5,0,7
TRUE,139,TRUE,977.299976348877,258829.3125,2632006.5,0,0
TRUE,208,TRUE,8262.5,258773.296875,2631796.25,0,4
FALSE,249,TRUE,11270.5001831055,258757.390625,2631850.75,1,5
FALSE,183,TRUE,9802.89993286133,258793.9375,2631790.25,1,0
FALSE,124,TRUE,11214.3997192383,258794.234375,2631818,1,0
FALSE,138,TRUE,13343.6004638672,258834.53125,2631778.75,0,10
FALSE,154,TRUE,16355.2001953125,258855.5,2631812.75,0,0
FALSE,38,FALSE,3604.89997863770,256960.796875,2632446.75,2,5
FALSE,16,FALSE,802.90002822876,256989.21875,2632459.25,0,4
FALSE,53,TRUE,1814.69993591309,257005.140625,2632456.5,0,0
FALSE,90,TRUE,2724.50008392334,256983.765625,2632519.25,1,5
FALSE,204,TRUE,1588.89999389648,256984.65625,2632491.25,1,3
TRUE,50,FALSE,172.899997234344,257001.0625,2632496.25,0,0
FALSE,31,FALSE,2308.20007324219,257033.625,2632482.75,0,6
FALSE,43,FALSE,543.900012969971,257048.859375,2632458.5,1,0
FALSE,43,FALSE,1097.90000915527,257035.765625,2632458,0,0
TRUE,61,TRUE,521.600008010864,257047.484375,2632458,0,5
FALSE,55,TRUE,1127.40001678467,257062.15625,2632460.75,0,6
FALSE,38,FALSE,664.099979400635,257062.53125,2632453,0,9
FALSE,30,FALSE,696.89998626709,257055.28125,2632426.25,1,0
FALSE,52,TRUE,922.000026702881,257030.859375,2632429.5,0,5
FALSE,67,TRUE,3550.29983520508,257014.796875,2632353.25,1,5
FALSE,64,TRUE,3111.00006103516,257014.28125,2632363.25,0,0
FALSE,35,FALSE,1047.09997177124,257058.734375,2632368.25,0,0
FALSE,57,TRUE,2443.49994659424,256929.65625,2632393.5,0,0
TRUE,76,TRUE,2443.49994659424,256929.65625,2632393.5,1,0
TRUE,75,TRUE,2443.49994659424,256929.65625,2632393.5,1,0
TRUE,90,TRUE,2443.49994659424,256929.65625,2632393.5,1,5
FALSE,62,TRUE,2443.49994659424,256929.65625,2632393.5,1,12
TRUE,34,FALSE,2443.49994659424,256929.65625,2632393.5,1,8
FALSE,50,FALSE,1052.60000228882,256933.890625,2632302,1,2
TRUE,226,TRUE,2351.79996490479,256938.0625,2632277.5,1,2
TRUE,123,TRUE,3013.59996795654,256946.375,2632275.75,1,3
FALSE,121,TRUE,2838.6999130249,256957.171875,2632291.25,1,0
TRUE,233,TRUE,613.600015640259,256927.671875,2632326.5,0,10
FALSE,120,TRUE,613.600015640259,256927.671875,2632326.5,1,0
FALSE,33,FALSE,2443.49994659424,256929.65625,2632393.5,0,5
TRUE,238,TRUE,2443.49994659424,256929.65625,2632393.5,0,12
TRUE,282,TRUE,2443.49994659424,256929.65625,2632393.5,0,12
FALSE,329,TRUE,613.600015640259,256927.671875,2632326.5,1,0
FALSE,13,FALSE,5857.89985656738,256865.125,2632214.25,1,0
FALSE,5,FALSE,613.600015640259,256927.671875,2632326.5,0,3
FALSE,152,TRUE,613.600015640259,256927.671875,2632326.5,1,5
FALSE,54,TRUE,5578.30009460449,256862.546875,2632212.75,1,3
TRUE,256,TRUE,5578.30009460449,256862.546875,2632212.75,0,5
FALSE,44,FALSE,2391.50009155273,256907.0625,2632060.75,0,5
FALSE,86,TRUE,1160.79998016357,256893.765625,2631976.75,1,5
TRUE,230,TRUE,1971.29993438721,256906.53125,2632069,0,0
FALSE,5,FALSE,614.799976348877,257116.625,2632000.5,1,0
TRUE,167,TRUE,2417.49992370605,257098.8125,2631952,1,0
TRUE,7,FALSE,769.399976730347,257123.25,2632000.25,1,0
TRUE,5,FALSE,374.099993705750,257129.125,2631965.75,1,6
FALSE,5,FALSE,1270.10002136230,257134.703125,2632004.25,1,10
FALSE,230,TRUE,371.499991416931,257151.0625,2632007.25,1,5
FALSE,5,FALSE,1956.10008239746,257157.265625,2631991.5,1,5
TRUE,86,TRUE,3083.09993743896,257166.671875,2631974.5,0,14
TRUE,50,FALSE,3250.09994506836,257161.734375,2631974.25,1,0
FALSE,53,TRUE,1256.40001296997,257070.34375,2632017,1,8
FALSE,30,FALSE,1256.40001296997,257070.34375,2632017,1,5
FALSE,163,TRUE,1256.40001296997,257070.34375,2632017,1,5
FALSE,205,TRUE,1256.40001296997,257070.34375,2632017,1,7
FALSE,171,TRUE,5865.10009765625,257114.765625,2632173.5,1,0
TRUE,13,FALSE,8351.39999389648,257158.765625,2632151.75,1,10
FALSE,22,FALSE,8351.39999389648,257158.765625,2632151.75,0,10
FALSE,54,TRUE,4514.30015563965,257166.015625,2632057.5,0,0
FALSE,15,FALSE,1875.7999420166,257325.90625,2632086,1,0
TRUE,86,TRUE,2413.2999420166,257148.546875,2631978.5,0,5
FALSE,353,TRUE,9434.70001220703,256832.078125,2632058.25,1,5
FALSE,368,TRUE,7648.60000610352,256848.421875,2632069.75,0,5
FALSE,30,FALSE,4322.49984741211,257062,2631551,0,6
FALSE,93,TRUE,5722.70011901855,257094.21875,2631576.5,0,6
FALSE,58,TRUE,4561.00006103516,257094.34375,2631563.75,0,12
TRUE,122,TRUE,4338.19999694824,257073.6875,2631507.75,0,2
TRUE,138,TRUE,3132.39994049072,257084.59375,2631520,0,0
TRUE,120,TRUE,3361.19995117188,257097.265625,2631495.5,1,5
FALSE,45,FALSE,1751.39999389648,257140.03125,2631653.25,0,12
TRUE,78,TRUE,378.999996185303,257154.265625,2631660.75,0,0
FALSE,5,FALSE,1479.10003662109,257153.484375,2631644.5,0,0
FALSE,124,TRUE,632.89999961853,257158.6875,2631660.75,0,16
FALSE,59,TRUE,2309.90009307861,257176.421875,2631675,1,0
FALSE,128,TRUE,968.59998703003,257183.53125,2631622.75,0,12
FALSE,167,TRUE,1635.79998016357,257162.875,2631617.25,0,0
FALSE,25,FALSE,119.599997997284,257164.1875,2631634.5,0,0
FALSE,5,FALSE,2644.40002441406,257194.640625,2631687.25,0,5
FALSE,116,TRUE,2571.10004425049,257237.390625,2631692.75,1,10
FALSE,29,FALSE,5090.00015258789,257247.78125,2631622.75,1,5
FALSE,110,TRUE,4748.79989624023,257239.140625,2631644.5,1,0
FALSE,72,TRUE,340.700006484985,257269.1875,2631682.75,0,3
FALSE,101,TRUE,535.799980163574,257261.4375,2631707.75,1,0
FALSE,5,FALSE,4211.60011291504,257048.203125,2631589.25,0,8
FALSE,5,FALSE,1202.79998779297,257297.8125,2631707.25,0,0
FALSE,28,FALSE,2067.60005950928,257303.953125,2631679,0,0
FALSE,23,FALSE,2223.10009002686,257275.5,2631653.75,1,5
FALSE,103,TRUE,2787.00008392334,257276.421875,2631648,1,0
TRUE,58,TRUE,4823.4001159668,257291.40625,2631629.5,1,2
FALSE,51,TRUE,3178.19995880127,257293.578125,2631648.25,1,14
FALSE,28,FALSE,3254.70008850098,257288.609375,2631645.25,0,8
FALSE,43,FALSE,3061.40003204346,257316.90625,2631670.5,1,5
FALSE,28,FALSE,2255.90000152588,257335,2631685.25,0,5
TRUE,64,TRUE,325.200009346008,257316.5625,2631710.5,1,7
TRUE,238,TRUE,325.200009346008,257316.5625,2631710.5,1,14
FALSE,153,TRUE,325.200009346008,257316.5625,2631710.5,1,5
TRUE,272,TRUE,325.200009346008,257316.5625,2631710.5,1,8
FALSE,5,FALSE,325.200009346008,257316.5625,2631710.5,1,0
TRUE,384,TRUE,325.200009346008,257316.5625,2631710.5,0,0
FALSE,9,FALSE,325.200009346008,257316.5625,2631710.5,1,9
FALSE,92,TRUE,325.200009346008,257316.5625,2631710.5,1,5
FALSE,64,TRUE,325.200009346008,257316.5625,2631710.5,1,0
FALSE,5,FALSE,4446.09985351562,257036.765625,2631606.5,1,0
FALSE,5,FALSE,3237.20016479492,257018.5,2631611.75,1,5
FALSE,5,FALSE,2004.80003356934,257005.484375,2631606,1,0
TRUE,5,FALSE,995.499992370605,256973.34375,2631604.75,1,0
FALSE,5,FALSE,1703.00006866455,256984.484375,2631600.75,0,0
FALSE,19,FALSE,583.500003814697,256974.90625,2631627.25,1,0
FALSE,5,FALSE,2052.49996185303,256965.203125,2631595.5,1,0
TRUE,5,FALSE,3271.40007019043,256964.734375,2631567.75,1,4
FALSE,5,FALSE,3317.30003356934,256964.546875,2631566.75,1,0
FALSE,5,FALSE,2108.90007019043,256950.421875,2631566,1,0
FALSE,5,FALSE,679.79998588562,256922.921875,2631567.75,1,0
FALSE,5,FALSE,1143.09997558594,256926.890625,2631592,1,4
FALSE,6,FALSE,1361.40003204346,256915.515625,2631582.25,1,0
FALSE,5,FALSE,1323.09999465942,256904.53125,2631586.5,0,4
FALSE,5,FALSE,1303.40003967285,256893.34375,2631587.75,1,0
FALSE,5,FALSE,388.499999046326,256900.46875,2631556.75,1,0
FALSE,5,FALSE,246.900010108948,256892.640625,2631555.5,1,0
TRUE,5,FALSE,1585.09998321533,256873.828125,2631559.5,1,0
FALSE,7,FALSE,1189.79997634888,256872.953125,2631548,1,0
FALSE,56,TRUE,1366.69998168945,257378.25,2631751,1,3
FALSE,24,FALSE,1360.40000915527,257391.515625,2631762.25,0,1
TRUE,56,TRUE,2117.39997863770,257406.140625,2631762.5,1,0
FALSE,355,TRUE,1277.90002822876,257409.34375,2631750.75,0,0
FALSE,30,FALSE,522.900009155273,257441.984375,2631740.75,1,0
FALSE,17,FALSE,2021.69990539551,257437.96875,2631755.25,1,0
FALSE,22,FALSE,2255.99994659424,257472.96875,2631764.75,1,5
FALSE,13,FALSE,3339.50004577637,257452.3125,2631779.5,1,0
FALSE,35,FALSE,3797.90000915527,257481.34375,2631777.75,1,0
TRUE,68,TRUE,3834.29985046387,257476.3125,2631781.25,0,0
FALSE,39,FALSE,1114.90001678467,257515.84375,2631818.25,0,0
TRUE,5,FALSE,1526.59997940063,257524.640625,2631805,0,0
FALSE,5,FALSE,3029.89997863770,257570.9375,2631819.25,1,0
FALSE,25,FALSE,2430.40008544922,257589.28125,2631829.25,1,0
FALSE,5,FALSE,1291.10002517700,257549.953125,2631814.5,0,0
TRUE,18,FALSE,1167.19999313354,257634.734375,2631833.5,1,0
FALSE,55,TRUE,5036.60011291504,257272.140625,2631920,1,0
TRUE,104,TRUE,5225.69999694824,257262.203125,2631915,1,0
FALSE,31,FALSE,6980.59997558594,257250.171875,2631896.5,1,0
FALSE,21,FALSE,5598.60000610352,257022.140625,2631808.5,1,14
FALSE,5,FALSE,2915.50006866455,256996.609375,2631523.25,1,1
TRUE,12,FALSE,3400,257046.703125,2631449.25,0,7
FALSE,6,FALSE,3595.29991149902,256994.96875,2631506.5,1,0
FALSE,5,FALSE,4936.29989624023,256986.625,2631495,1,0
FALSE,5,FALSE,2834.19990539551,256960.75,2631533.25,0,0
FALSE,5,FALSE,4822.90000915527,256973.53125,2631515.25,0,0
FALSE,5,FALSE,2491.50009155273,256955.78125,2631530.75,0,0
TRUE,58,TRUE,2949.90005493164,256955.21875,2631477.25,1,0
FALSE,57,TRUE,3430.89981079102,256963.953125,2631450.25,0,0
FALSE,6,FALSE,2270.29991149902,256953.46875,2631464,1,0
FALSE,5,FALSE,2843.79997253418,256955.515625,2631474.75,0,0
FALSE,6,FALSE,2155.59997558594,256932.375,2631493.25,1,0
FALSE,11,FALSE,1929.99992370605,256906.546875,2631534,0,0
FALSE,8,FALSE,1098.49996566772,256925.78125,2631536.25,0,0
FALSE,39,FALSE,209.299993515015,256881.90625,2631503.5,0,0
FALSE,32,FALSE,209.299993515015,256881.90625,2631503.5,1,5
FALSE,50,FALSE,209.299993515015,256881.90625,2631503.5,1,14
FALSE,7,FALSE,209.299993515015,256881.90625,2631503.5,0,5
FALSE,53,TRUE,487.5,256848.15625,2631528.5,1,0
FALSE,45,FALSE,209.299993515015,256881.90625,2631503.5,0,0
TRUE,64,TRUE,1579.10003662109,256914.828125,2631541.75,0,0
FALSE,45,FALSE,690.299987792969,256885.640625,2631473.5,1,0
FALSE,56,TRUE,1613.50002288818,256896.84375,2631472.75,1,0
FALSE,14,FALSE,1024.89995956421,256879.640625,2631460,0,0
FALSE,71,TRUE,717.899990081787,256888.828125,2631450.5,1,0
FALSE,75,TRUE,2020.40004730225,256900.65625,2631456.75,0,0
FALSE,69,TRUE,2126.39999389648,256907.28125,2631456.5,0,5
FALSE,9,FALSE,1617.49992370605,256871.765625,2631467,1,0
FALSE,12,FALSE,2308.30001831055,256851.625,2631481.5,1,0
FALSE,5,FALSE,1118.09997558594,256859.890625,2631457.75,1,0
FALSE,15,FALSE,1929.99992370605,256849.109375,2631453.5,1,5
FALSE,5,FALSE,1563.39998245239,256842.5625,2631458.75,0,12
FALSE,5,FALSE,1338.00001144409,256840.71875,2631460,0,7
TRUE,6,FALSE,681.599998474121,256824.34375,2631467,0,10
FALSE,5,FALSE,1173.09999465942,256799.84375,2631475.25,1,0
FALSE,5,FALSE,613.99998664856,256814.109375,2631475,1,0
FALSE,5,FALSE,760.799980163574,256819.5,2631491.5,1,0
FALSE,5,FALSE,623.899984359741,256823.65625,2631496.5,1,2
FALSE,41,FALSE,3649.30000305176,257091.671875,2631496,1,3
FALSE,82,TRUE,3279.70008850098,256899.4375,2631414.5,1,4
FALSE,93,TRUE,2795.10002136230,256886.640625,2631411.25,0,3
TRUE,15,FALSE,218.000006675720,256862.109375,2631428,1,3
TRUE,39,FALSE,1175.89998245239,256852.578125,2631427,1,2
TRUE,45,FALSE,2222.99995422363,256753.65625,2631639.75,0,0
FALSE,52,TRUE,3357.79991149902,256831.40625,2631421.25,1,0
TRUE,57,TRUE,1480.50003051758,256730.359375,2631386,0,3
TRUE,47,FALSE,487.599992752075,256513.65625,2631507,0,3
FALSE,69,TRUE,1119.49996948242,256766.390625,2631446.25,0,0
FALSE,51,TRUE,1020.40004730225,256767.21875,2631445.5,0,5
TRUE,23,FALSE,542.000007629395,256854.484375,2631551,1,2
FALSE,14,FALSE,1241.89996719360,256846.59375,2631567.25,0,3
TRUE,82,TRUE,2114.99996185303,256799.953125,2631531.75,1,4
FALSE,27,FALSE,1640.80009460449,256786.375,2631512.75,0,3
TRUE,17,FALSE,1026.00002288818,256787.109375,2631506.25,0,0
FALSE,18,FALSE,1416.49999618530,256773.9375,2631501.25,1,5
FALSE,5,FALSE,1051.29995346069,256770.5625,2631492.5,1,4
FALSE,5,FALSE,1410.20002365112,256760.96875,2631508,0,3
FALSE,5,FALSE,2216.39995574951,256772.6875,2631517.75,0,3
FALSE,5,FALSE,100.399994850159,256752.0625,2631524.5,0,14
FALSE,32,FALSE,2052.49996185303,256727.328125,2631397.5,1,4
FALSE,23,FALSE,1803.59992980957,256756.03125,2631558.5,0,2
FALSE,5,FALSE,576.399993896484,256748.90625,2631529,0,12
TRUE,70,TRUE,1582.80000686646,256156.859375,2631282,0,5
FALSE,9,FALSE,675.699996948242,256697.171875,2631575.75,1,3
FALSE,6,FALSE,616.099977493286,256717.578125,2631484.75,1,2
FALSE,14,FALSE,649.200010299683,256728.140625,2631516.75,1,3
FALSE,12,FALSE,845.800018310547,256724.953125,2631519.25,0,2
TRUE,15,FALSE,2595.99990844727,256650.84375,2631558.75,1,10
FALSE,15,FALSE,1922.10006713867,256679.8125,2631543,1,3
FALSE,5,FALSE,1922.10006713867,256679.8125,2631543,0,4
FALSE,5,FALSE,829.800033569336,256648.96875,2631508.75,1,5
FALSE,5,FALSE,1588.59996795654,256633.234375,2631492,1,5
TRUE,9,FALSE,1197.99995422363,256646.59375,2631478,1,5
FALSE,5,FALSE,364.000010490417,256663.359375,2631494.5,1,7
FALSE,5,FALSE,496.799993515015,256667.5625,2631502,1,12
TRUE,96,TRUE,856.700038909912,256690.921875,2631516.5,1,12
